,text,Trump,Biden,West,HOF
1837,Apparently Proud Boy affiliate militias Oregon ally Portland Police Salem Police Oregon State Police openly talk assassinate DAMikeSchmidt tedwheeler OregonGovBrown NEWLINE NEWLINE,Neither,Neither,Neither,Non-Hateful
1838,fucktrump fuckthegop realdonaldtrump trump trumpvirus NEWLINE NEWLINE The lunatic fringe GOP lose another court case attempt restrict vote cheaters need quit frivolous case NEWLINE NEWLINE Trumps Suit Nevada Ballots Tossed Lack Fraud Proof,Against,Neither,Neither,Hateful
1839,We ve operate campaign listen experts Even inconvenient keep people safe Joe Biden s Kamala Harris s leadership example And frankly think we ve pretty damn innovative it,Neither,Favor,Neither,Non-Hateful
1840,hotsambatcho HotsamBatcho NEWLINE Thank Jack man wisdom character know represent US value constitution best ain t Sleepy Joe Socialist Kamala,Neither,Against,Neither,Hateful
1841,NEW Harris County Texas set new record first day early vote PM k people vote per officials rate county expect hit k voters EOD,Neither,Neither,Neither,Non-Hateful
1842,hours end President Trump s first term NoJusticeNoPeace PresidentSpanky TrumpCountdown Vote BidenHarris,Against,Favor,Neither,Hateful
1843,realDonaldTrump Request vote BidenHarris ToEndThisNightmare NEWLINE BidenHarris ToSaveAmerica NEWLINE BidenHarris Landslide NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1844,zx z Like Trump always will testify,Neutral mentions,Neither,Neither,Non-Hateful
1845,Is your advice Joe Biden socialist progressive perspective NEWLINE NEWLINE Kamala No laugh maniacally,Neither,Neutral mentions,Neither,Non-Hateful
1846,MelissaTweets UrbanAchievr What s weird y all s message NEWLINE NEWLINE Joe Biden radical leftist NEWLINE Kamala Harris communist NEWLINE Nobody want hear Dr Fauci NEWLINE They want take away gun God NEWLINE NEWLINE Thinking believable win message that s weird,Neither,Neutral mentions,Neither,Non-Hateful
1847,morning Biden campaign call lid est Saturday something similar That s last days Biden people zero campaign days bf election BidenHarris bidenmissing WheresJoe,Neither,Neutral mentions,Neither,Non-Hateful
1848,kamala right u bet come Kamala Harris shes queen would BrandyVsMonica battle get problem step outside chitchat BidenHarris,Neither,Favor,Neither,Hateful
1849,Yep selfish idiot put Secret Service risk photo op Vote out BidenHarris,Against,Favor,Neither,Hateful
1850,TrueNameJeff CatherineActive CCP give turn blind eye scholars promote notion Western Leftist party nothing commies Joe Biden Kamala communists Castro disinformation campaign actually serve CCP well,Neither,Against,Neither,Non-Hateful
1851,funder DecisionDeskHQ Well still work help new President Joe Biden Vice President Kamala Harris Lets get it,Neither,Favor,Neither,Non-Hateful
1852,Trump leadership sense would hire Joe Kamala right virus task force give authority take work cooperatively plan coordination focus efforts save live January late,Against,Favor,Neither,Non-Hateful
1853,MyNameIs Robin mean famed bright shin NEWLINE NEWLINE These apt descriptors Joe Biden Kamala Harris help restore qualities US suffer w regime helm NEWLINE NEWLINE Pls vote make reality BidenHarris OneV DemCast,Neither,Favor,Neither,Non-Hateful
1854,Pentagear icecube And vote Trump aint black Joe Biden thats racist,Neutral mentions,Against,Neither,Non-Hateful
1855,I see Joe Biden hover around America reign short live Kamala Harris assume pilot seat Mbaka,Neither,Neutral mentions,Neither,Non-Hateful
1856,LindseyGrahamSC Positive win Trump,Favor,Neither,Neither,Non-Hateful
1857,jerrywaynear Me beer popcorn ready MAGA TRUMP,Favor,Neither,Neither,Non-Hateful
1858,washingtonpost Oh millions Bidens pay Russians nothing LOL hack fakenews Trump,Favor,Against,Neither,Non-Hateful
1859,Moscow Mitch cackle debate last night call fail coronavirus response people die maniac laugh Kentucky deserve better reckless Trump puppet do Vote McGrath,Against,Neither,Neither,Hateful
1860,JoeBiden need Unions keep American dream alive fir millions Biden Biden unions,Neither,Favor,Neither,Non-Hateful
1861,thehill VP Mike Pence Ill take action BidenHarris,Neutral mentions,Favor,Neither,Non-Hateful
1862,Fucking dumbass Literally minutes TinEye find bullshit Italy zilch Trump Trump win nd term think safely expel mentally stunt individuals TrumpTrain need useful idiots,Favor,Neither,Neither,Hateful
1863,RepAndyBiggsAZ along House colleagues send letter FBI Director Christopher Wray raise question FBIs allege involvement obtain analyze hard drive laptop purportedly email belong Hunter Biden,Neither,Neither,Neither,Non-Hateful
1864,Pete Buttigeig LGBTQ youth Vote like life depend it BidenHarris BidenHarris,Neither,Favor,Neither,Non-Hateful
1865,JTHVerhovek WRAL perfect answer NEWLINE NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1866,orthodox dont know Im member incredible orthodox community many us YidenforBiden reason Israel too know Joe Biden Kamala Harris type whod sign first Meal Train matter,Neither,Favor,Neither,Non-Hateful
1867,KamalaHarris JoeBiden Joe seriously could poop pant front whole country tonight Trump,Favor,Against,Neither,Hateful
1868,GeorgeTakei break USPS NEWLINE He welcome foreign interference NEWLINE He abuse power incumbency NEWLINE He media hide flaw base NEWLINE He pull every election trick book NEWLINE NEWLINE And he s lose NEWLINE NEWLINE Joe Biden Kamala Harris WH NEWLINE NEWLINE There s work,Against,Favor,Neither,Non-Hateful
1869,MarkJonesESPN Ole Mark beg Jemele Hill get new spot Cryin ass baby MAGA,Favor,Neither,Neither,Hateful
1870,duffdaddy OthrVirginiaGuy yusufneedsarest thehill No plan although sound better Trump s NEWLINE I m refer Biden s plan Joe Biden know Biden part hashtag below NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1871,Larrydn kevinlove Sure do Trump,Favor,Neither,Neither,Non-Hateful
1872,KamalaHarris Thats correct FourMoreYears Trump,Favor,Neutral mentions,Neither,Non-Hateful
1873,dudes platform STILL mad Hilary Clinton lose Schedule doctor appointment immediately Get level check welcome debate BidenHarris Trump,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1874,wait patiently moment Biden grade school tee ball realDonaldTrump Cleveland Indian trigger sorrywarren rolltribe bidenforPRISON DRAINTHESWAMP Trump ClevelandPatriot NEWLINE NEWLINE DonaldJTrumpJr NEWLINE TRUreporting,Favor,Against,Neither,Non-Hateful
1875,Trump say anything Michigan terrorism plot right wingers upset wear little dainty mask big manly face,Neutral mentions,Neither,Neither,Non-Hateful
1876,guy must realDonaldTrump voter MAGA,Favor,Neither,Neither,Non-Hateful
1877,MarkSalter jaketapper Missed concern Kamala Harris Joe Biden campaign staff bail Minnesota rioters,Neither,Against,Neither,Non-Hateful
1878,seanhannity evil PROSECUTED FULLEST PAY AMERICAN PEOPLE BACK WASTING TAXES ProsecuteHillary ObamaBidenGate RecallGavinNewsom RemovePelosi DrainTheSwamp Trump MAGA MAGA,Against,Neither,Neither,Non-Hateful
1879,LucyRiseUp BResisting Thanks Lucy BidenHarris,Neither,Favor,Neither,Non-Hateful
1880,SenTedCruz lie we cannot say so NEWLINE lie literally make up NEWLINE lie constitutional crisis pass screw Obama Garland thank care NEWLINE lie contest election shame you NEWLINE NEWLINE Resign BidenHarris bidenharris,Neither,Favor,Neither,Non-Hateful
1881,Lrihendry debrataddeo Sounds bite bias NEWLINE No thank NEWLINE NEWLINE No reason vote person NEWLINE Trump,Favor,Neither,Neither,Non-Hateful
1882,Anybody look patriot build website kind online work NEWLINE NEWLINE Please let more Im look everywhere NEWLINE NEWLINE Thanks much NEWLINE NEWLINE Trump,Favor,Neither,Neither,Non-Hateful
1883,case pro life brigade miss this COVID treatment tout Trump test cells draw fetal tissue NEWLINE NEWLINE Regeneron test use cell line derive human embryonic kidney cells abortion NEWLINE NEWLINE Funny quiet Evangelicals,Neutral mentions,Neither,Neither,Non-Hateful
1884,TimHannan country devote government people Even one personally feel disaffect vote without voice shine light them BidenHarris,Neither,Favor,Neither,Non-Hateful
1885,sweet Girlies live best live say fucktrump want vote BidenHarris,Against,Favor,Neither,Hateful
1886,go talk JoeBiden wire PresidentialDebates last night NEWLINE Trump,Favor,Against,Neither,Non-Hateful
1887,Debates interest POTUS perform audience present BidenHarris,Neutral mentions,Favor,Neither,Non-Hateful
1888,Oh yeah Biden Harris bracelets Gemstones VoteBlue BidenHarris VoteHimOut,Against,Favor,Neither,Non-Hateful
1889,realDonaldTrump GOP HouseGOP SenateGOP GOP Senate SenateGOP Trump TO AMERICA vote Red Across board Area reason why We need take control house Senate order vote Republican Supreme Court Justices RT,Favor,Neither,Neither,Non-Hateful
1890,zietray vote totally non viable candidate zero effect election except give Trump one vote,Against,Neither,Neither,Non-Hateful
1891,thehill Yall absolutely awful Add context post Biden say wouldnt answer say yes would news story distract conversation SCOTUS pick NEWLINE VOTE BidenHarris,Neither,Favor,Neither,Non-Hateful
1892,enthusiasm Biden Biden Trump enthusiasm Trump exactly Trump belief often massive statistical fact positive enthusiasm last longer lead negative One ways think Trump win,Favor,Mixed,Neither,Non-Hateful
1893,IvankaTrump realDonaldTrump Yes enthusiastically vote JOE BIDEN KAMALA HARRIS,Neutral mentions,Favor,Neither,Non-Hateful
1894,Trump He s talk defunding police law enforcement support NEWLINE NEWLINE Biden That s true NEWLINE NEWLINE Trump Name one law enforcement group support you NEWLINE NEWLINE Biden We time that NEWLINE NEWLINE Me Home NEWLINE Trump,Favor,Neutral mentions,Neither,Non-Hateful
1895,AND Kamala HARRIS better MORALLY JOE BIDEN NEED EITHER Governing System Current Radical Extreme Leftists infiltrate normally PATRIOTIC Democratic Party need expunge Congress NEWLINE Re TWEET,Neither,Against,Neither,Non-Hateful
1896,A winner dreamer never give up Nelson Mandela NEWLINE NEWLINE RidenWithBiden BidenHarris BidenHarrisToSaveAmerica DumpTrump,Against,Favor,Neither,Non-Hateful
1897,JustinGomezABC religious man put seniors risk mask heat in community seniors NEWLINE NEWLINE,Neither,Neither,Neither,Non-Hateful
1898,gregoryMSU BillJoh ElmagicoContigo seanmdav United States trump maybe somewhat corrupt Bidens take another level like Clinton level Makes currption trump whitehouse look like childs play Bidens r guilty n joe win Kamala take February like leave plan,Mixed,Against,Neither,Non-Hateful
1899,Live footage Joe Biden Kamala Harris outside white house Biden,Neither,Neutral mentions,Neither,Non-Hateful
1900,BEAUTIFUL speech broadcast everywhere BidenHarris BidenHarrisToSaveAmerica gettysburg NEWLINE NEWLINE,Neither,Favor,Neither,Non-Hateful
1901,Took punch face last night lose first game season I make way many mistake Let team coach down Today new day time go back work get back track Vision LookingForward BackOnTrack,Neither,Neither,Neither,Non-Hateful
1902,realDonaldTrump wont it Youre terrify turn microphone We want plan agenda interrupt bull lie Attacking family members Youre lose know Biden win second debate agenda plan Biden,Against,Favor,Neither,Non-Hateful
1903,major scandal f ck TrumpAdministration Trump campaign think Hiding diagnosis additional hours totally irresponsible something VladimirPutin would do LiarInChief PutinsPuppet,Against,Neither,Neither,Hateful
1904,realTuckFrumper BidenHarris StrongerTogether Democrats,Neither,Favor,Neither,Non-Hateful
1905,abibenco pedros JudicialWatch Yes Know NEWLINE Trump MAGA,Favor,Neither,Neither,Non-Hateful
1906,Humor night Debates Nascar NEWLINE NEWLINE BidenHarris Trump Im vote SolidarityParty Debates ACBForScotus NEWLINE NEWLINE REPOST Fixed couple things,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1907,Mr President realDonaldTrump Go Fo Kill Nominate Amy Coney Barrett replace Ginsburg Immediately Dems Would Without Thinking Twice Agree Trump Trump LandslideVictory MAGA KAG Trump Landslide SCOTUS MAGA KAG VoteRed QAnon RT,Favor,Neither,Neither,Non-Hateful
1908,Sound on Bernie voter vote Biden NEWLINE NEWLINE Have request ballot now Deadlines approach,Neither,Favor,Neither,Non-Hateful
1909,Guys never recall Super bowl World Series Champion ever bitch well yeah Im really piss NEVER close NEWLINE NEWLINE Get ahold yourselves Joe Kamala win this Trump lose it margin doesnt really matter,Against,Favor,Neither,Non-Hateful
1910,NYGovCuomo BilldeBlasio NEWLINE NEWLINE Keep New York Blue elections NEWLINE RIPRuthBaderGinsburg NEWLINE RBGLegacy NEWLINE VoteBlueToSaveAmerica NEWLINE VoteBlueForRBG NEWLINE VoteBidenHarris,Neither,Favor,Neither,Non-Hateful
1911,JJohnsonLaw DanaBashCNN kaitlancollins funder WillieGarson President Trump plan participate next debate Joe Biden anyone want take bet hes either dead sick wont able participate BidenHarris Election,Against,Favor,Neither,Non-Hateful
1912,read Pink amyschumer MarkRuffalo think theyre go turn great state Texas blue all say Come Take It TexansForTrump Trump,Favor,Neither,Neither,Non-Hateful
1913,w terrence realDonaldTrump Get Terrence NEWLINE MAGA,Favor,Neither,Neither,Non-Hateful
1914,Kamala Harris Joe Biden President Trump lose,Neutral mentions,Against,Neither,Non-Hateful
1915,number legitimate concern people raise Joe Biden Kamala Harris disregard that Trump alternative think reasonable express relief even little elation election result,Against,Mixed,Neither,Non-Hateful
1916,need patriot followers hit k show love retweet Trump FillTheSeatNOW ReplaceRBG IFBAP,Favor,Neither,Neither,Non-Hateful
1917,ElRaynerista selzero Biden nice guy Americans heart he s physically anymore year old candidates run four year term real best future America offer USElection NEWLINE FuckTrump NEWLINE TrumpIsARacist NEWLINE BidenHarris,Against,Mixed,Neither,Hateful
1918,like sentiment Jack know country remain divide even win BidenHarris,Neither,Favor,Neither,Non-Hateful
1919,JoeBiden Actually Sir everything come fat sweaty like Nixon criminal POS come mouth Like everything else say come rectum NEWLINE NEWLINE Gr job Mr Vice President horrendous circumstances NEWLINE BidenHarris,Neither,Favor,Neither,Hateful
1920,kowboys charliekirk Nobody try persuade Trump supporters Its clear everyone still MAGA cult lose cause NEWLINE NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1921,im REALLY happy trump office pls simp joe kamala like whole point settle biden act like theyre good ppl something,Against,Mixed,Neither,Non-Hateful
1922,ewarren know soon enough Trump,Favor,Neither,Neither,Non-Hateful
1923,Young voters we need vote Obama say all count you VoteBlue UArizonaDems BidenForFL HispanicGenY VoteBlueToSaveDemocracy VoteBlue RBG John Lewis,Neither,Favor,Neither,Non-Hateful
1924,GOP mercedesschlapp Im th Cuban understand struggle Trump,Favor,Neither,Neither,Non-Hateful
1925,realDonaldTrump LOST AMERICAN PEOPLE WON JOE BIDEN KAMALA HARRIS GOING NEW LEADERS GET IT,Neutral mentions,Favor,Neither,Non-Hateful
1926,Left We deeply care accept result certify Election NEWLINE NEWLINE Also leave Not President NEWLINE NEWLINE MAGA Trump,Favor,Neither,Neither,Non-Hateful
1927,WhiteHouse Mike Pence Yup Joe Biden Kamala Harris get new job J Trump Mike Pence work,Against,Favor,Neither,Non-Hateful
1928,Signs up Lets gooooooo BidenHarris,Neither,Favor,Neither,Non-Hateful
1929,thats exactly end game leftist mob NEWLINE NEWLINE Compare well intentioned dissenters worst worst David Dukes world maybe discourage oppose view NEWLINE NEWLINE Trump NEWLINE NEWLINE FourMoreYears NEWLINE NEWLINE Trump NEWLINE NEWLINE Trump MAGA KAG A,Favor,Neither,Neither,Non-Hateful
1930,dominick massa CBSNews MajorPatriot Go say pray PRESIDENT ELECT JOE BIDEN VICE PRESIDENT ELECT KAMALA HARRIS OH YEAH F k god,Neither,Favor,Neither,Non-Hateful
1931,realDonaldTrump response Joe Kamala bright future world without president,Against,Favor,Neither,Non-Hateful
1932,get kind thrill kill people need kill again Trump,Against,Neither,Neither,Non-Hateful
1933,excite custom KamalaHarris chuck here Thank Converse theyre beautiful KHive BidenHarris,Neither,Favor,Neither,Non-Hateful
1934,TheView let s debate Since Presidential one useless hop one informative TrumpCovidHoax VoteGOPOut DumpTrump TrumpLied KDied Biden VoterSuppression,Against,Favor,Neither,Non-Hateful
1935,count leaders strong heart NEWLINE NEWLINE And that s need moment NEWLINE Leaders like MaziNnamdiKanu realDonaldTrump SenatorAbaribe Ezenwo nyesom wike NEWLINE NEWLINE EndSARS BiafraExit Trump,Favor,Neither,Neither,Non-Hateful
1936,saturnfive,Neither,Neither,Neither,Non-Hateful
1937,realDonaldTrump market Joe Biden Kamala Harris hire fire And great news cannot wait one they re in,Against,Favor,Neither,Non-Hateful
1938,jonfavs AmbassadorRice West Virginia Trump supporters still wait coal boom Trump promise Its go happen regardless whos White House Time us get real get serious energy policy,Against,Neither,Neither,Non-Hateful
1939,Senator KamalaHarris one experience dynamic thoughtful people American politics we ll fortunate next Vice President NEWLINE NEWLINE Pitch help us make happen NEWLINE NEWLINE MVPHarris,Neither,Favor,Neither,Non-Hateful
1940,find really strange stuff go thru storage loft NEWLINE NEWLINE pbr NEWLINE pabstblueribbon NEWLINE NEWLINE VOTE BidenHarris NEWLINE VoteBlueToSaveAmerica,Neither,Favor,Neither,Non-Hateful
1941,VoteHimOut VoteHimOut MAGA MAGA fucktrump ByeDon realDonaldTrump fire BidenHarris,Against,Favor,Neither,Hateful
1942,Trump hold in person events Florida Pennsylvania Iowa next week,Neutral mentions,Neither,Neither,Non-Hateful
1943,Savingworld true think total win Keep telegraph out please NEWLINE Landslide VoteBlueDownBallot VoteBlue BidenHarris,Neither,Favor,Neither,Non-Hateful
1944,WIN November rd NEWLINE TRUMP MAGA,Favor,Neither,Neither,Non-Hateful
1945,people come closer NEWLINE PutinsGOP Putin MAGA QAnons quote BOSvsMIA FaZe ORLvCHI JoeBiden LadyGaga MAGA KAG Trump LandslideVictory Texas Trump WWE WWG GWA POTUS trump USA Atlanta uniswap CancelNetflix DonaldTrump education,Mixed,Neutral mentions,Neither,Non-Hateful
1946,JoeBiden Joe Trump VoteRedToSaveAmerica,Favor,Against,Neither,Non-Hateful
1947,Typical disgust republicans Maryland man arrest plot kidnap beat sodomize murder Joe Biden Kamala Harris national TV RS,Neither,Neutral mentions,Neither,Hateful
1948,kaitlancollins CNNSotu Good try no still remote unless Trump release medical record test result positive neg last month so,Against,Neither,Neither,Non-Hateful
1949,YourAnonCentral shut year old Talk muslims cause riot Sweden burn city Trump,Favor,Neither,Neither,Non-Hateful
1950,B Malmet WOULD TRUMP START ACTING RESPONSIBLE NOW YEARS WAKEUPAMERICA WAKEUPAMERICA WAKEUPAMERICA THEGOPISTHEPROBLEM VOTEOUTTRUMP OOKDEAD OOKDEAD OOKDEAD BIDENHARRIS BIDENHARRIS GOEARLYVOTE VOTEEARLY VOTEEARLY VOTEEARLY VOTEEARLY,Against,Favor,Neither,Non-Hateful
1951,LindseyGrahamSC TomCottonAR stand you Senator Graham MAGA,Favor,Neither,Neither,Non-Hateful
1952,FrankLuntz Didnt Trump tout lower price,Neutral mentions,Neither,Neither,Non-Hateful
1953,CAMEL TOE KAMALA VICE PRESIDENT PRESIDENT KNOW JOE BLOW CANNOT RUN COUNTRY,Neither,Against,Neither,Hateful
1954,bippitycabello Camila say days ago vote Joe Biden Kamala Harris,Neither,Neutral mentions,Neither,Non-Hateful
1955,SarahKSilverman Congrats SarahKSilverman tenacity stay engage determine NEWLINE NEWLINE VoteBlue,Neither,Favor,Neither,Non-Hateful
1956,Passing mask Trump rally Ohio Trump Trump TrumpRally,Favor,Neither,Neither,Non-Hateful
1957,misfit nurse JoeBiden Trailing double digits must suck Trump supporter Biden,Against,Favor,Neither,Non-Hateful
1958,Took long enough arrive biden NEWLINE Instagram,Neither,Favor,Neither,Non-Hateful
1959,Hopefully prison NEWLINE EndTrumpsWarOnAmerica NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1960,w terrence realDonaldTrump SPWTalessia true I ve always believe even prayer still meet God halfway Wonderful message FightForTrump Trump,Favor,Neither,Neither,Non-Hateful
1961,Donate ProjectLincoln Brilliant tactics Republican strategists put country party work elect Joe Biden Kamala Harris,Neither,Favor,Neither,Non-Hateful
1962,ladyjacq state president hasnt meet rally doesnt need deep wither little soul pretty much everywhere plan trick or treat Saturday NEWLINE NEWLINE Dont mind us Well go soon enough,Against,Neither,Neither,Non-Hateful
1963,Acosta too Fill seat realDonaldTrump Trump,Favor,Neither,Neither,Non-Hateful
1964,want JoeBiden SenKamalaHarris win too BidenHarris Vote NEWLINE,Neither,Favor,Neither,Non-Hateful
1965,Sarah riverguide geomerlo BlazeKush Haha nice one NEWLINE Here s one racist Trump,Against,Neither,Neither,Non-Hateful
1966,want know dad think debate NEWLINE Trump,Favor,Neither,Neither,Non-Hateful
1967,pretty obvious look presidential NEWLINE NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1968,BarackObama love you President Obama Please keep speak elect Joe Biden Kamala Harris must end scourge Trump ism,Against,Favor,Neither,Non-Hateful
1969,year old man pass away fast four days pray Donald Trumps recovery According family Bussa Krishna Raju worship US president like God,Neutral mentions,Neither,Neither,Non-Hateful
1970,HKrassenstein realDonaldTrump CNN nytimes There s really need work overtime NEWLINE We know who s totally unqualified President NEWLINE That would Donald J Trump,Against,Neither,Neither,Non-Hateful
1971,AOC Early person Shouldnt vote once voterfraud VoterID Trump,Favor,Neither,Neither,Non-Hateful
1972,sum debate part JoeBiden biden Biden trump donaldtrump election election vote October st donaldtrump funny,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1973,BarackObama vote President Trump NEWLINE NEWLINE Trump NEWLINE NEWLINE Trump Landslide,Favor,Neither,Neither,Non-Hateful
1974,JoeBiden Go back bed Joe Lid sleep Nomination ceremony Set alarm debate Trump HidenBiden,Favor,Against,Neither,Non-Hateful
1975,ready wear shirt NEWLINE NEWLINE,Neither,Neither,Neither,Non-Hateful
1976,Presidential debate painfully HORRIFIC Trumps undignified behavior bad enough add that quote Stand back stand by BidenHarris,Against,Favor,Neither,Non-Hateful
1977,As pandemic progress many saw deaths elderly people preexist condition acceptable dismissible COVID disproportionately hit Black Latino Indigenous Pacific Islander communities NEWLINE,Neither,Neither,Neither,Non-Hateful
1978,father September serve World War II fly missions Germany ball turret gunner Hes absolutely totally appal current so call president NEWLINE NEWLINE WeRespectVets NEWLINE TrumpResignNow NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1979,GOP realDonaldTrump Trump billionaire beg cant handle defeat NEWLINE NEWLINE So right thing congratulate Joe Biden Kamala Harris NEWLINE NEWLINE We woman VP,Against,Favor,Neither,Non-Hateful
1980,JasonCalabretta head Comrade Kacklin Kamala elecetd President errrr mean Joe,Neither,Against,Neither,Non-Hateful
1981,phant mtroupe icecube Biden Harris plan entire section plan devote empower BLACK MEN NEWLINE,Neither,Favor,Neither,Non-Hateful
1982,album leak leak TrumpIsARacist kpop taekook nsfw porn like jikook fancam rt among us ateez enhypen treasure giveaway sex sugar daddy sugar mommy followtrick twice std straykids ifb gainmutuals promo gc anime cosplay nct Trump Biden bardipink NEWLINE,Against,Neutral mentions,Neither,Hateful
1983,brycetache Pence sick,Neutral mentions,Neither,Neither,Non-Hateful
1984,alillie icecube Please tell us Democrats do minorities past years particularly Joe Biden Kamala Harris,Neither,Against,Neither,Non-Hateful
1985,X Report Would include Kamala also Joe Kamala would president,Neither,Mixed,Neither,Non-Hateful
1986,realDonaldTrump BELIEVE TIME DRUG TEST JUNIOR F KING MORON WAKEUPAMERICA MORON W H EVEN QUALIFIED RUN LEMONADE STAND TRUMPISALAUGHINGSTOCK TRUMPFAILEDAMERICA OOKDEAD BIDENHARRIS VOTEEARLY VOTEEARLY VOTEEARLY,Against,Favor,Neither,Hateful
1987,White Supremacist Extremist Donors Trump s Campaign Via Huffpost,Neutral mentions,Neither,Neither,Non-Hateful
1988,realDonaldTrump awesome bro need Trump,Favor,Neither,Neither,Non-Hateful
1989,jmascar ricanflo jaketapper HillaryClinton Clinton pompeo Trump mikepompeo crime send email public server,Neutral mentions,Neither,Neither,Non-Hateful
1990,Joe Biden Kamala Harris Let s see two plonk do I m go honest tho point view gonna good Obama y,Neither,Against,Neither,Non-Hateful
1991,Donald Trump go lose Florida along load state s really hope Joe Biden become president Kamala Harris vice President even live America I m Scot live Scotland,Against,Favor,Neither,Non-Hateful
1992,realDonaldTrump shit Its town hall Also k dead COVID Happy one happier youre longer President Biden BidenHarris TrumpCovid,Against,Favor,Neither,Non-Hateful
1993,JanesaysN Thank you agree Im ready November Trump,Favor,Neither,Neither,Non-Hateful
1994,Pelosi prepare House decide presidency neither Trump Biden win electoral college report,Favor,Neutral mentions,Neither,Non-Hateful
1995,DrDenaGrayson Im celebrate huge fan social distance uncle pass away Covid Halloween sister work retirement community patients Covid say Im extremely thankful Joe Biden Kamala Harris win,Neither,Favor,Neither,Non-Hateful
1996,One thing we ve notice lately campaign trail grow number Black Americans support realDonaldTrump NEWLINE NEWLINE They leave Democratic Party droves NEWLINE NEWLINE President Trump accomplish black community years Joe Biden entire career,Favor,Against,Neither,Non-Hateful
1997,WARNING AMERICANS NEWLINE Obama Paved Way Islamic Sympathizers Infiltrate System NEWLINE The Goal Democrats Bring Islamic Law America NEWLINE JoeBidensAmerica Trump,Favor,Against,Neither,Hateful
1998,confirm part conductors world domination RidinWithBiden BidenHarris TrumpMeltdown DumpTrump,Against,Favor,Neither,Non-Hateful
1999,think Trump update would creditable Walter Reed doctor speak NEWLINE BidenHarris VOTE BlackLivesMatter,Neutral mentions,Favor,Neither,Non-Hateful
2000,Scum bag hypocrisy overflow BidenHarris,Neither,Favor,Neither,Hateful
2001,BarackObama JoeBiden KamalaHarris Best Day Ever Congratulations President Joe Biden Vice President Kamala Harris it NEWLINE,Neither,Favor,Neither,Non-Hateful
2002,Enough say debacle debate last night I m go say this NEWLINE If love country want maintain right freedoms Americans fight sacrifice die vote Joe Biden Trump dumpster fire NEWLINE VoteBlue,Against,Favor,Neither,Non-Hateful
2003,joanwalsh fear somehow Trump cheat steal election aftermath that relax exhale Joe Kamala swear office,Against,Favor,Neither,Non-Hateful
2004,Xicelol macksimum Tayler Johann Jeopardy Trump nothing Joe Kamala go get handle Anything else,Against,Favor,Neither,Non-Hateful
2005,truer word ever say start way Trump dont think Trump media get back unbiased blame GW Bush hurricane cry loud r totally in line Democrat party FakeNews MediaBias Trump MAGA,Favor,Neutral mentions,Neither,Non-Hateful
2006,PatinkinMandy right feel exactly do Let s get orange clown out BidenHarris DumpTrump,Against,Favor,Neither,Hateful
2007,Holy moly independent GA post debate poll NINE point swing toward Biden NEWLINE NEWLINE TrumpMeltdown NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
2008,Read weep us endure entire debate shout match better idea PTSD feel like DumpTrump BidenHarris,Against,Favor,Neither,Non-Hateful
2009,Could Warriors make retroactive trip White House Joe Biden Kamala Harris NEWLINE NEWLINE danpfeiffer explain GrantLiffmann precedent potential Golden State visit NEWLINE NEWLINE,Neither,Neutral mentions,Neither,Non-Hateful
2010,vote Trump vote Israel Vote Biden Biden WhitePower Hitlerdidnothingwrong,Against,Favor,Neither,Hateful
2011,realDonaldTrump CNN nytimes Trump Worst President History,Against,Neither,Neither,Non-Hateful
2012,Twi er overlords permanently suspend original lush cmte account can t even see originally follow NEWLINE NEWLINE Please help rebuild connections promise follow back Thank you Lindsay a k a Lush NEWLINE NEWLINE MAGA MAGA LandslideVictory,Favor,Neither,Neither,Non-Hateful
2013,latest developments USPresidentialElection NEWLINE Elections ElectionNight ELECTIONDAY RE NEWLINE,Neither,Neither,Neither,Non-Hateful
2014,AdamsCumbie Natron ProjectLincoln give up Go,Neither,Favor,Neither,Non-Hateful
2015,Of course know Joe Biden wake clearly edge senility Kamala Harris choose possibilities succeed him probably year two mob friendly possibility could ScottMcConnell,Neither,Neutral mentions,Neither,Non-Hateful
2016,mmpadellan vote Trump important vote Obama,Against,Neither,Neither,Non-Hateful
2017,surely age well Shout roof NEWLINE RT follow IFBP NEWLINE NEWLINE MAGA Trump Election FillTheSeat,Favor,Neither,Neither,Non-Hateful
2018,feel need make public service announcement regular Im constantly get new follow account say BidenHarris NEWLINE NEWLINE Theres almost way Im follow back UNLESS course see profile ALSO say DEMAMD MedicareForAll,Neither,Neutral mentions,Neither,Non-Hateful
2019,JoeBiden DrBiden Nope not chance Trump MAGA KAG,Favor,Against,Neither,Non-Hateful
2020,Jilliandance Santucci ABC Agreed I can t wait see family go refuse bitter cede anything else rotten SOB take good look karma catch ne er do well family a year will hopefully completely different story BidenHarris,Neither,Favor,Neither,Hateful
