HITId,tweet,sentiment,directness,annotator_sentiment,target,group
2340,@user @user العجوز هذي عندها مشكلة في فهم الدين ونصوص الشريعة ولا بوصلتها العقلية والدينية منحرفة عن… @url,offensive_disrespectful,direct,indifference,gender,individual
2341,كرمت منظمة النيباد الدكتورة ياسمين فؤاد وزيرة البيئة تكريما افريقيا رفيع المستوي وذلك في إطار فعاليات مؤتمر وزراء ا… @url,normal,direct,indifference,other,individual
2342,هذه كلمة تقولها الحريم,normal,direct,indifference,other,women
2343,@user @user @user @user اين  انتم من التطور يا شاربي ريد بول البعير وآكلي الضب وترامب صباح مساء… @url,offensive,indirect,indifference,origin,other
2344,والواحده لمن تكون بايرة و شينة ومافي ولد معبرها بتمشي تفسخ  @url,offensive,direct,indifference,other,women
2345,قال القاضي شريح لزوجته ما رايت من حسنة فانشريها وما رايت من سيئة فاكتميها . الحريم اليومين دول  من اول يوم بينشروا… @url,disrespectful_normal,indirect,indifference,gender,women
2346,وهي الست دي نفسها في حالات اخري المفروض متبصش علي اللي بيدرس او بيسافر او مش بيعمل نفس اللي هي عملته يتقاله ده باير… @url,offensive,indirect,confusion_indifference,gender,women
2347,#في_بلادك_تقدري تكوني متبرجة بلا ميسبوك المنقبات او تكوني متنقبة بلا ميسبوك المتبرجات,normal,indirect,sadness,gender,women
2348,كردستان تسجل 7000 دعوى قضائية في مجال التحرش الجنسي ضد النساء - @url @url,normal,indirect,shock,gender,women
2349,#سعادتي_تحتاج  اسقاط ولايه ، الغاء التهم الكيديه انا بااااالغه بصك الثلاثين بأي حق اعتبر قااصر  بما اني قاصر كذا و… @url,normal,indirect,indifference,other,individual
2350,تم تصفيه ١٩ خنزير من خنازير الإرهاب @url,normal,direct,shock,other,other
2351,نفيت واستوطن خنازير بنو هاشم في بلدي ودمروا كل أشيائي الحبيباتِ,hateful,direct,shock,other,other
2352,موظفو غوغل ينتفضون ضد الشركة.. بسبب التحرش الجنسي!,normal,indirect,indifference,gender,other
2353,@user @user مادام كفرت بالله كل خنزير!!!! ههههههههه اهبل,disrespectful,direct,disgust,other,individual
2354,يا بايرات,offensive_disrespectful,direct,disgust,gender,women
2355,خنزير صغير  من خنازير العريفي  @url,disrespectful,indirect,indifference,other,individual
2356,@user @user عشان شارب بول البعير يحترم نفسه,abusive_disrespectful,direct,indifference,origin,individual
2357,نظرة ايجابية واكثر واقعية للعدالة الاجتماعية ولكن ال…,normal,indirect,indifference,other,other
2358,هو ليه الاعلام الرياضي كله زعلان  وعايزين الأهلي يلعب ماتش الهلال. الغير معترف بيه دوليا وعنده ماتشات افريقيا   بلا… @url,normal,direct,indifference,other,other
2359,@user لا السلعه بايره. تالفه يعني,offensive,indirect,indifference,other,other
2360,@user @user خلي اليمن تكون زي عدن اهم شي مافيها روافض مجوس  مافيها ولاية الفقية مافيها ملالي ايران… @user,abusive_hateful,direct,shock,origin,other
2361,مانشري فلوسه حنا نشري رجال برجولته،والفلوس وسخ دنيا يوم تجي ويوم تروح عادي قروض وديون… @url,offensive,indirect,indifference,other,other
2362,وحده قالت لي كلام : التي تطالب باسقاط الولاية هي يا عاقة والدين او منحرفة تريد ان تاخذ حريتها المطلقة في الحرام. ول… @url,offensive,indirect,sadness,gender,women
2363,أو شارب بول البعير,disrespectful,indirect,indifference,other,individual
2364,@user @user @user وترجع على بول البعير ولك انت بول الكلب اشرف منك...خلك في بول وقاذورات معمم… @user,hateful,direct,disgust,other,individual
2365,@user @user بول البعير ، أحسن وأطهر وأنظف من بصاق الولي المعفن ، وأنظف من زواج المتعة اللي كل من هب ودب يركب سبيل .,hateful,direct,shock,other,other
2366,لا تصارع خنزير في الوحل,normal,indirect,indifference,other,other
2367,بيوت دعاره وعهر وقمار ولحوم خنازير  هذا مصدر دخلهم الاساسي ولهم وجه يتكلمون عن الحرمين #تطاول_نعمان_كورتلموش,abusive_hateful,indirect,sadness,other,other
2368,@user @user @user @user اهو رجع تاني شارب بول البعير,hateful,indirect,shock,other,individual
2369,@user @user @user اخي فارس لاتدعب نفسك مع عباد بول البعير,hateful,indirect,shock,other,individual
2370,فلم مراهقه سوريه ممحونه..@url,abusive_disrespectful,indirect,anger_disgust,gender,women
2371,@user @user @user حيوان خنزير ولست ادميا,hateful,direct,shock,origin,individual
2372,وما علاقه المقطع بجهاد النكاح… @url,normal,indirect,indifference,other,other
2373,لاتقيلون مورينهو قفلوا النادي يا خنازير اصرف,offensive,indirect,confusion_indifference,other,other
2374,@user @user انتا راجل وسخ متربتش كريم دا جزمته انضف منك ومن امثالك,offensive,direct,shock,other,individual
2375,اول خطوات الفشل هو ان تتزوج وانت معاق عقلي يتزوج لأجل ان يقولو انه تزوج ، ويتزوج لاشباع رغبه وغريزة وشهوة,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,other
2376,خنازير وقرده وش تتوقع منهم @url,abusive_disrespectful,indirect,shock,other,other
2377,سنراك اليوم منتصرا وان لم تنتصر فرؤبتك انتصار#افريقيا يا أهلي @url,normal,direct,indifference,other,individual
2378,ديما بزاف ديال البنات الي تشارك في حملات ضد التحرش #masaktach #ماساكتاش #ila_dsser_seffri تتلقاها هي الي تتصاحب مع… @url,normal,indirect,indifference,gender,women
2379,وانت لا تتهاوش معى وتحط عقلك بعقل مره خلاص مشها وخلها قبلك الله يعنكم على الحريم بس,offensive,direct,anger_disgust,other,individual
2380,د.سحر الهبدان : أهداف النظام هي مكافحة جريمة التحرش، والحيلولة دون وقوع جريمة التحرش، وتطبيق العقوبة على مرتكب الجر… @url,normal,direct,indifference,gender,women
2381,@user @user قلة ادبك مارسها في بيتك ولا تطلب من شاربي بول البعير يحرر لك ارضك يا شارب بول الصهيو… @url,offensive,direct,indifference,other,individual
2382,تخيل بنفس الوقت تكلم خنزير بالواقع ويسبك سبودر بالخاص ويمنشنك وسيف ؟ اي انحطاط توصلت له يا انا,disrespectful,indirect,shock,other,other
2383,معلومه ما تهمك: ذا خنزير @url,offensive,direct,shock,other,other
2384,يعني فهمتها بمصطلحك ايها البعير يبدوا ان شرب… @url,abusive_disrespectful,direct,indifference,other,individual
2385,شعرة مـن جـلد خنزير,disrespectful,indirect,indifference,other,other
2386,على النيابه ارسليها إذا كان كلامك صحيح يطبق عليهم قانون التحرش,abusive_normal,indirect,indifference_disgust,other,other
2387,بعران الخليج وشاربي بول البعير سبب ودمار الشعوب العربية والأوطان لعنة الله عليهم لعنة يستغيث منها أهل النار ياشديد القوى,disrespectful,indirect,sadness,other,arabs
2388,@user @user هههههه و عقلك راكد من بول البعير و نكاح الجهاد مال أمك,hateful,direct,disgust,other,individual
2389,فقط موتوا بغيظكم خنازير الصهاينة @url,abusive_offensive,indirect,sadness,other,other
2390,يظل التحرش تحرش حتى يقوم به الرجل المناسب ف يسمى غزلاً ....,disrespectful_normal,indirect,indifference_disgust,other,women
2391,شينة وما حتعرسي حتقعدي بايرة كدة طوالي — حلوه ! و العرس ما من أولوياتي. @url,abusive_disrespectful,direct,anger_disgust,other,individual
2392,@user @user نحن لا نشرب بول البعير . لأنه كان حالة خاصة لعلاج مرض .كما ان بعض علماء الاسلام يحرمون شربه… @user,normal,indirect,indifference,other,other
2393,@user @user صحيح. لذلك فلنترك كل تراثهم الذي يحكمنا حتى في شرب بول البعير.,normal,indirect,indifference,origin,other
2394,@user @user ارسنال قدم اجمل مباراه هذا الموسم امام ليفربول بتشكيله لايوجد فيها اي خنزير انجليزي,offensive,indirect,shock,other,other
2395,@user @user @user من اشكالهم خنازير,offensive,direct,shock,origin,other
2396,@user @user حمار معبى بدشداشة شارب بول البعير لا عتب عليك هيك بيعرفوك عرب الشمال,offensive,direct,disgust,origin,individual
2397,تكوني امراة بدون ان تصنفي الى عاهرة مطلقة ارملة بايرة,disrespectful_normal,indirect,indifference,gender,women
2398,@user @user @user @user اشربي اذن بول البعير يا ارهابية، كم قتلتي اليوم من بشر؟… @user,hateful,direct,shock,other,individual
2399,خنازير العصر @url,disrespectful,indirect,indifference,other,other
2400,#لولا_الحسين لكنا نشرب بول البعير ونتبرك به حتى يشفينا,normal,direct,indifference,other,individual
2401,@user @user بول البعير ضارب مخك,disrespectful,direct,indifference,other,other
2402,@user @user @user @user @user @user  يا سكران في بول البعير أو محشش زق الب… @url,abusive_disrespectful,direct,anger_disgust,origin,individual
2403,يقول  صرت اجلس مع مرتي وحريم الجيران  قهوة الضحى,disrespectful_normal,indirect,indifference_disgust,other,women
2404,@user @user كرة قدم وش دخل الحريم في الموضوع ولا لازم يكون عضوتين او ثلاث عشان يقال عنكم متطورين,normal,direct,sadness,gender,women
2405,@user @user @user لا حرج يا صديقي فنسلك المهجن يطابق نسل الكلب بشار وكلاكما شرب من بول البعير ذاته وا… @url,abusive_hateful,indirect,indifference,other,individual
2406,ياصحبي الحريم متعملش معانا حاجة والله  @url,disrespectful_normal,direct,shock,other,women
2407,فجاءَت خنازير ٌ..ذئابٌ تحفُّها,offensive,indirect,anger_indifference,other,other
2408,@user @user @user هههههههع اسرت جيشنا انته يا شارب بول البعير تخسي اذا توصل للجيش العراقي ب 90… @user,abusive_hateful,direct,indifference,other,other
2409,@user @user @user بعدين التحرش دة مرض نفسي اصلا لو لابسة توب والا عباية او لابسة ضيق ح يتحرش عليها لان… @url,offensive,direct,indifference,gender,women
2410,تقدرون تصيرون كوميك بدون ماتقولون كلام وسخ وبدون ماتحشون وبدون ماتقللون من قيمة احد !,normal,indirect,sadness,other,other
2411,عالم ظالم وسخ لا حياة كريمة لمعظم العرب @url,offensive_normal,indirect,fear_shock_indifference_sadness_disgust,other,arabs
2412,نيويورك تايمز: هكذا يعيش اللاجئون اليمنيون بكوريا الجنوبية,normal,direct,sadness,other,refugees
2413,مدرسة منحرفة تغوي الطالب,offensive,indirect,indifference_disgust,other,individual
2414,@user @user @user مافي متبرجة خدمت الوطن اصلا كل المخترعات والمبدعات متسترات,offensive,indirect,shock,gender,women
2415,هذولا خنازير مالهم امان عيال الكلب,hateful,indirect,shock,other,other
2416,لما صورة معرفك امرأة كاشفة الوجه متبرجة ؟,abusive_disrespectful,direct,anger_sadness_shock_indifference_disgust,gender,women
2417,@user @user @user المهم شربت اليوم جرعتك من بول البعير,abusive,indirect,indifference,origin,individual
2418,سنابات البعض من مشاهير السوشيل ميديا  الحريم  نصه اكل ونصه مكياج  اوك المكياج حلو كلنا نحبه بس الاكل انزين داي… @url,offensive,indirect,sadness,other,women
2419,كطبيب مسلم المفروض تكون فخور أن الإسلام سمح ببول البعير فقط في التداوي بينما أكبر شركات الأدوية تستخدم جميع الأبوال… @user,normal,indirect,indifference,other,other
2420,هندوس غاضبون اتهموا مسلماً بالسرقة فضربوه حتى الموت بحضور أربعة من رجال الشرطة..,normal,indirect,sadness,other,indian/hindu
2421,خنزير من خنازير إيران  يقول كلام  عن الشعب   وهو يبكي  هل نصدق الشعب  أم نصدق الفرد   مع علمي  نأخذ رأي الاغلبيه… @url,offensive,indirect,sadness,other,individual
2422,ما زال تأثير بول البعير على عقول البشر يدهشني إلى الآن,normal,indirect,indifference,origin,other
2423,تريدون مساعدة خنزير دمشق وتثبيت كرسيه على دمار الشعب السوري هذا رده لكم سيدمر شبابكم وينتقم منكم هو وقطعان الشيعة،،… @url,hateful,direct,anger_shock,origin,individual
2424,بي اوت يطلعون فاصل اذا جات جوائز الحريم بروح اقول لنسويات يلعنون والديهم,abusive_offensive_disrespectful_hateful_normal,indirect,shock,other,women
2425,@user @user ههههههه المسلمون لهم السن وليس لليهود والماسونية الحق في الكلام بألسنتهم،,offensive,indirect,indifference,religion,muslims
2426,بالبداية حسبته خنزير الله يكرمكم .. بعدها مدري وش صار وتحول فيل مع بقره @url,offensive,direct,shock,origin,individual
2427,لايطلع لنا واحد خنزير من خنازير الجزيره مجبور ولا قالو صرح حركاتم يالخنازير عرفناه انتم الان زي كذا #صلاح_خاشقجي @url,hateful_disrespectful,indirect,shock,origin,other
2428,عمرك شفت مصاري بتسحب عليك ؟ طب عمرك سمعت انه المصاري بتكذب ؟ مين وسخ الدنيا هسا ؟,offensive,indirect,indifference,other,other
2429,يجب على البلدان الاسلامية ان تنزع الأماكن المقدسة مكة والمدينة من أيدي بني سعود ! ولا ثقة في دول خنازير الخليج !! ب… @url,abusive_disrespectful,indirect,shock,origin,muslims
2430,@user @user @user السيسى سيدك يا خنزير ..حافظ على بلده ...لكن انتم خربتم ودمرتم سوريا ..تستاهل… @url,hateful,direct,shock,origin,other
2431,ممكن تعطينى دليل واحد من كتبك او من علمائك على حرمة اوكراهية شرب بول البعير   .... @user,offensive,indirect,indifference_disgust,religion,individual
2432,@user @user @user انا اشرب من بول البعير الذي تشربه يا سامر سليم,normal,direct,indifference,origin,individual
2433,@user @user شكلك مكتر شرب من بول البعير يا سعوري .,hateful,direct,indifference,origin,other
2434,اما خزعبلات الرافضه فهذا والله…,abusive_disrespectful,indirect,indifference,other,other
2435,نيويورك تايمز: هكذا يعيش اللاجئون اليمنيون في #كوريا_الجنوبية @url,normal,direct,indifference,other,refugees
2436,نسيت القذر ابوفلس جمال صح هو خنزير  @url,offensive,indirect,indifference_disgust,other,individual
2437,@user @user @user هم اساسا ليس لديهم ماء وجه هولاء شاربين بول البعير قتله مجردين من الدين والحيا… @user,hateful,direct,shock,origin,other
2438,تأثير شرب بول البعير @url,hateful_normal,indirect,indifference,other,other
2439,وانا بقترح مع فرع مكافحة التحرش يضيفوا فرع مكافحة المياعه.,normal,indirect,sadness,other,other
2440,برنامج ( رفق)  هو وسيلة للحد  من مشكلة العنف في المدارس وتوضيح الطرق الملائمة الوقائية والعلاجية.,normal,indirect,indifference,other,other
2441,#ديوث تعال خااص نتبادل صور تجسس اححح,offensive,indirect,sadness,other,other
2442,شعرة من جلد خنزير,abusive_disrespectful,indirect,indifference_disgust,other,other
2443,في بلادك تقدري تخيري أنك تقعدي عزباء حتى 25 / 30 سنة بلا ما يقولو عليك بايرة,normal,indirect,indifference,other,women
2444,تركى آل شيخ وهو بيشتم دكتور محمد العدل ومفيش وسخ من اللى طالعين يدافعوا عنه نطق كلمة,abusive_disrespectful,direct,shock_indifference,origin,individual
2445,مواليد ٩٧؟ الله ياخذكم يالمبزره ليش كلكم حلوين؟ حسيتني بيدوفايل — الووو مكافحة التحرش @url,normal,indirect,indifference,other,other
2446,@user @user @user مابه بايره,abusive_disrespectful,direct,indifference_disgust,gender,women
2447,@user @user @user بول البعير اشرف من بول و روث الخميني الي تتمردغون فيه وتشربونه صدقت @url,offensive,direct,disgust,other,other
2448,لأنكم بلد دعارة الكل يحبكم لكن كم ستصمدون يا شاربي بول البعير @user,offensive,direct,indifference,origin,other
2449,ياراجل ذا عمل سنين ودفع مليارات الدولارات من اموال القطري المسكين الناس تفكر شغل يوم او اسبوع ذا عمل خنازير الفلسطي… @url,hateful,indirect,shock,other,individual
2450,@user @user @user @user بول البعير يكرم عنه لكن لا تلومينه من امس  شارب  هو  بول خنزير وي… @user,disrespectful,direct,indifference,other,individual
2451,وين الفخر بالموضوع للاسف وحده متبرجه مع رجال تقدم اخبار حسبي الله ونعم الوكيل بس,offensive,direct,shock,gender,women
2452,@user @user اليمن ستحررها من الخونه كلاب الفرس يا خنزير,abusive_hateful,direct,shock,origin,other
2453,من أمثلة هذه الذنوب الجارية والمنشترة بشكلٍ محزن: (صورة العرض امرأة متبرجة)!,normal,indirect,confusion_indifference,gender,women
2454,@user @user انتو اللي عالم متقدمه يا بتوع بول البعير  ياللي بتاكلو الجرابيع    ماشاء الله علي تقدمكم واخ… @user,offensive,direct,shock,origin,other
2455,@user @user خنزير وجهك,abusive_hateful,direct,shock_disgust,other,individual
2456,انا ديوث الوالده… @url,abusive_offensive,indirect,indifference,other,other
2457,كلية وسخة و انتخابات وسخة و تهديدات أوسخ وعقبال ما تنحرق بغاز وسخ ان شالله,offensive,direct,shock,other,other
2458,مش عارف ليه لما بتصفح تويتر بحس ان البنات عليه من كوكب زبالة مش زى اللى بيمشوا فى الشوارع خايفين من التحرش ...دول بيتحرشو بنفسهم هنا,abusive_offensive_disrespectful_hateful_normal,indirect,indifference_disgust,gender,women
2459,@user @user @user القرده والخنازير اذا هي تتكلم ماندري وش تقول مايفهما الا قرد او خنزير ويسوي رتويت اج… @url,offensive,indirect,shock,origin,individual
2460,فى شويه بوابين مراكيب للشوال عاملين شغل وسخ زيهم قدام فندق الفريق فى لبنان,normal,indirect,shock,origin,other
2461,@user @user هولاء خنازير #حماس .. اتباع الخنزير الأكبر في #الدوحة ..,abusive_hateful,direct,disgust,origin,other
2462,كرمه ولا تقول معه شيء وسخ زي تربيتك,offensive,indirect,indifference,other,individual
2463,معمم وسخ يطلب هوية عقيد في الشرطة العراقية في وقت ينبغي على العقيد… @url,offensive,direct,indifference,other,other
2464,@user @user @user شوف مادام وانت تشرب بول البعير معناتها ضياع وتحتاج لك وقت حتى تصبح شبه راج… @user,disrespectful,indirect,shock,other,individual
2465,رعاة الغنم دول،  شاربي بول البعير,disrespectful,indirect,anger_disgust,other,other
2466,لأنه مواظب على شرب بول البعير...,disrespectful,direct,indifference,origin,individual
2467,صديقي الكافر اللي ما اعرف اسولف معه الا بترجمة قوقل اليوم عازمني بس خايف يوكلني لحم خنزير,offensive,indirect,shock,other,individual
2468,@user @user best لا دخل لك في شؤوننا. لا علاقة لنا بشاربي بول البعير.,hateful,direct,anger_fear_shock_indifference_disgust,origin,arabs
2469,سعودي وزغ يخطف طفلتان يمنيتان من الشارع ويمارس معهما الرذيله ووزغ اخر يبرر فعلته وسلطات بول البعير تنفي الخبر . ذنب… @user,normal,direct,anger_shock,origin,arabs
2470,@user @user اصلا الفلوس وسخ الدنيا,offensive,indirect,indifference,other,other
2471,@user @user خنزير فى أجتماع قرود,offensive,indirect,disgust,origin,other
2472,واقول: ما يطلبه اللاجئون حق طبيعي مكتسب بمو… @url,normal,direct,indifference,other,refugees
2473,عندنا البعير عايش عيشة احسن منه بس يله قدرنا نصبر على اشكالكم الوا… @user,offensive,direct,shock,origin,other
2474,يلا يا كلاب يا خنازير رتويت اخختتففو ع وجيه ا…,disrespectful,direct,indifference,other,other
2475,@user @user انت خليك تشرب بول البعير احسنلك,abusive_hateful,direct,indifference,other,individual
2476,سبحان الله تدري اذا ذكر اسم الخنزير نذكر خنازير الضاحية وهم يتبركون بالغطس في الطين كالخنازير ..,offensive,indirect,shock,origin,other
2477,@user @user ليبرالي وسخ,offensive,indirect,shock,origin,other
2478,نساء متبرجه +شباب بكامل الاناقه,disrespectful_normal,indirect,shock,other,other
2479,@user @user @user اشهد بالله انكم شعب خنازير ..,offensive,direct,disgust,origin,other
2480,خنازير العصر وعباد الشمس والبقر إهل التخلف والجهل @url,abusive_hateful,indirect,shock,origin,other
2481,j'aime une vidéo @user مقلب التحرش بالفتيات الروسيات الجميلات الجزء الثالث / قبلة,offensive,direct,indifference_disgust,gender,women
2482,@user @user صحيح... هم اعتادوا على حليب الحمير. انتم بول البعير...,hateful,direct,shock,origin,other
2483,فكلك عورة وللناس ألسن,normal,direct,indifference,other,women
2484,غدا حقوق مثليين,offensive,indirect,indifference,other,gay
2485,أنا ماغادي نتضامن مع هاد الفيمينستس دالمغرب تايقولو ليا معايير التمييز بين التحرش من إبداء الإعجاب. ديك الساعة نقرر… @url,disrespectful_normal,indirect,sadness,other,women
2486,من المؤسف ومن الخسارة أن نقرأ لمثقف مسلم فنجده قد بنى شخصيته من كتب فكرية منحرفة تاركاً النبع الأول لبناء الشخصيه المسلمه( القرآن والسنه),normal,indirect,indifference,religion,muslims
2487,لعن الله الجزار الخنزير محمد بن سلمان وال سلول وكل حلفائهم في لبنان من مجرمين خنازير @url,hateful,direct,indifference,origin,individual
2488,@user @user @user هههههه ما تشتري الا شرف أمك يا عاهرة آل سعود . اشربي بول البعير وجاهدي جهاد… @url,hateful,indirect,shock,other,individual
2489,كذلك صورة امراه متبرجه وملفته,normal,indirect,indifference,other,women
2490,@user @user طائرة اف بول البعير 1,disrespectful,indirect,shock,other,other
2491,@user @user @user @user لعنه الله عليكم يا كلاب قطر يا خونه العرب لابوكم لابوقطر لابو طميم حقكم يا خنازير,hateful,direct,disgust,origin,arabs
2492,@user @user @user متبرجه متفصخه ابا انصح انصح بادب بشي يمثل ديني مو اقعد اقلل من جنسيته… @url,offensive,direct,indifference,other,women
2493,@user @user @user بول البعير مأثر عليكي,offensive,direct,shock,other,individual
2494,@user @user ايام الانجليز دي طلعناها علي الحريم بتاعتكم عشان عرفنا انكم شواذ ومالكوش فيه فعملنا الواجب.. رو… @url,offensive,direct,indifference_disgust,other,other
2495,إنتظروا قصص التحرش الجنسي واللواط بالجهال في الحديدة على قنوات بيت حميد الدين شو,abusive_offensive,direct,indifference,gender,gay
2496,تقول كِم ويدن أستاذة الاجتماع في جامعة كورنيل:,normal,indirect,indifference,other,other
2497,في بلادك تقدري تكبري في راحتك ومتزوجيش بلا ميقولو عليك #بايرة,normal,direct,indifference,other,individual
2498,@user @user @user @user @user ههههه لمهم نبقاش بايرة,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women
2499,أي من هذه العوامل أكثر ضرراً على المجتمع؟,normal,indirect,indifference,other,other
2500,يبقى التحرش بنظر المرأه تحرشا ً,normal,indirect,confusion_indifference,gender,women
2501,بديت أفهم سياسة الدول تخلون الحريم يفرحون بيوم ما فيه إلا معلمات ياكلون ويطلعون مزرعة وينصرفون الطالبات البيت قبل ا… @url,offensive,direct,sadness,other,women
2502,هههههههه في سعودي بيقول مصر  بلد نائي وشب متخلف احيه يابو سوس احيه شربت بول البعير ولالسا يا ولا #الا_تركي_ال_الشيخ,offensive,indirect,shock,origin,individual
2503,@user @user @user منا مش فاضي للت الحريم  ده مش هخلص منك وأنت مبتفهمشي كده,normal,direct,indifference,other,women
2504,@user مشكلة خنازير النصر يابو بدر صياحهم واصل القمر والهلال يجلد فيهم كل موسم بالحكم الاجنبي علي حسب طلبه… @url,hateful,indirect,anger_confusion,other,other
2505,@user @user @user ههههه سوي مساج لامك بعد جهاد النكاح و إرضاع الكبير بعد ان تشرب بول البعير هههههه,offensive,direct,shock,origin,individual
2506,@user @user هالمكان معروف عند الحريم انه مخبأ,normal,indirect,indifference,gender,women
2507,عنصره على الحريم,offensive,indirect,sadness,gender,women
2508,معقول!! هيدا مين؟وزير سياحة؟ او خنزير بالسياحة؟شي معيب ينحكى عن دولة كبيرة متل مصر ما في اقذر من يلي عّم تعملو بلبن… @url,offensive,indirect,indifference,other,individual
2509,@user @user @user @user @user  جاروديه اوتكميليه كلها ملل منحرفه عن الاسلام منبثقه عن مله المجوس,hateful,direct,disgust,religion,muslims
2510,ي شيختن ' فيك الحياَ والحشمهْ غير الحريم تغاَر حتىٰ عببباتك ..,normal,indirect,confusion_indifference,gender,women
2511,اهو الـ انتً مطنشها وبتهمل فيها دى غيرك يتمنئ تعمل لرسالةseen بس انت وسخ شويه.,offensive,direct,indifference,other,individual
2512,صالح بن عبدالله السليمان: السعودية: هذا ردي على تهم “الوهابية” الرجعية.. بول البعير.. وتدمير العراق… @user,offensive,indirect,shock,origin,other
2513,على طار التحرش ياناس صدق صايره ماتحمل ولا احد ولا احد يقط على كلمة ، اول اسكت واصير بس كذا اناظر فيه بنظرات دون مات… @url,offensive,indirect,indifference_disgust,other,women
2514,@user @user هههه عاد ودنا نصدق لكن ما يشربون بول البعير مثلكم  وعاد انت يادجاجه هذا تخصصك تعرف البيض المارق من الصالح,disrespectful,direct,indifference,origin,other
2515,@user @user @user @user @user الواضح انك مكتر شرب بول البعير ومأثر على مخك او بقايا مخك ان #وجد#,hateful,direct,indifference,other,individual
2516,مع أن اذا حصل التحرش فالغلط… @url,fearful_abusive_offensive_hateful_normal,direct,indifference,gender,women
2517,@user @user @user بول البعير الله ذكر في قولنا لكريم افلا ينظرون الاا الأيل كيف خلقت والإبل بمعن… @url,normal,direct,indifference_disgust,other,other
2518,@user @user بل هم خنازير ضالة,hateful,indirect,disgust,other,other
2519,ملخص مباراة الوداد الرياضى ووفاق سطيف مباراة رائعة دورى ابطال افريقيا:,normal,indirect,indifference,other,other
2520,مع إني ضد الشتيمة، بس تركي اَل الشيخ (شوال البطاطا)، ومن يمثلهم، واللي بيدافعوا عنه، وسائر كوكب شاربي بول البعير =… @url,normal,direct,indifference,origin,individual
2521,@user @user @user بس يا وسخ,disrespectful,direct,shock,other,individual
2522,اي بقي ولم يجد له زبون لعدم الرغبة به وان كانت امرأة باير لم يحصل لها…,abusive_offensive_disrespectful_normal,indirect,sadness,gender,women
2523,@user @user ضفدع وسخ,abusive_disrespectful,indirect,indifference,other,individual
2524,كل الامتحانات سااهله الا لمن تكون المراقبه بايره @url,offensive,indirect,indifference,other,other
2525,@user @user كف انت عن النفاق وسوف اكف انا عن الصياح ياحفى النعال ياناكح المعيز ياشارب بول البعير ياجهل ت… @user,abusive_offensive,direct,disgust,origin,other
2526,@user @user مرتزق خنزير يقود خنازير اكترونية @url,offensive,direct,disgust,origin,individual
2527,@user @user مرة ثانية أقول لك لا تصير خنزير,abusive_disrespectful,direct,indifference,origin,individual
2528,@user @user ابن بايره ابن متوزيه انته دايح امسربت تاجر هوه ابن مطي لوكي اله انته او تلكه ابوك بعثي جان او جدك منيوك مثلك,abusive_hateful,direct,shock,other,individual
2529,@user @user @user بول البعير ولا مجاري اسرائيل,abusive_normal,indirect,indifference_disgust,other,other
2530,ديل يخشو الجامع يلقو ديلك مجدعين ليهم ريصان خنازير!,disrespectful,indirect,indifference,other,other
2531,@user @user @user @user ابن الحرام اكال كبسة شارب بول البعير ي عابد سلمان كسم امك في اجا… @user,offensive,indirect,disgust,other,individual
2532,ينعل ابوهم الف مره قناة الخراب جمعت الخونه من كل مكان في شبك خنازير اسمه قطرائيل @url,hateful,direct,indifference,other,other
2533,هذا الحساب مخصص لجلد خنازير حزب التجديد,abusive_hateful,indirect,shock,other,other
2534,يبقى التحرش عند الأنثى تحرشاً، حتى يقوم به الرجل المناسب فيصبح غزلاً... ☺️,offensive,direct,anger_disgust,gender,women
2535,زوز ملاين بايرة و خمسة ملاين بطال و هي كاتبة فارس أحلامي قادم على حصان,hateful_normal,direct,shock_indifference,gender,individual
2536,@user @user بلد الانحلال الأخلاقي وفقدان الشعور بالكرامة هؤلاء هم علوج مملكة بول البعير,abusive_disrespectful,direct,anger_disgust,origin,other
2537,@user @user @user انت حديثك متل نعالي وصوتك مثل الحمار بتنعق ولا احد يجاوبك يا شاربي بول البعير,abusive_disrespectful,direct,indifference,origin,other
2538,@user @user كل زق يا كلب الفرس انت عربي يا وسخ حكامك انت الي جابهم المستعمر حكامنا غير ملوك سلاطين من ميات السنيين,hateful,direct,shock,other,individual
2539,وينكم يا خنازير ليش محد مكركش علي #dmyourcrushday,offensive_disrespectful,indirect,shock,other,other
2540,كيف أستقيل من مجتمع الحريم ؟!,offensive,indirect,shock,other,women
2541,@user @user الإخوان جماعة ضالة منحرفة عن منهج أهل السنة والجماعة هذي اولا حتى اغلق عليك باب الوشاية,normal,indirect,indifference_disgust,religion,other
2542,خروجك متبرجة وأحيانا عارية والغناء بين الرجال  وألاستهزاء بالاسلام والاستهزاء بالعلماء أمر ستحاسبين عليه حين حسابك,offensive,direct,shock,gender,individual
2543,@user @user @user هل تعلم أن فى النجف يبيعون غائط وبول المعممين الرافضة ويتقربون بها إلى الش… @url,hateful,direct,disgust,religion,other
2544,مسابقة من إعداد قسم الاجتماعيات و العلوم الفلسفية,normal,indirect,indifference,other,other
2545,هذا اكبر وسخ,offensive,direct,indifference,other,individual
2546,وراء كل رجل وسيم إمرأه بايره,hateful,indirect,sadness,gender,women
2547,@user @user متى قالها يا خنزير,disrespectful,direct,indifference,origin,individual
