,corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
12128,zampieri2019: Offensive Posts in Social Media, MY LRT IM DYDINV G SHE IS BEAUTIFUL,0,MY LRT IM DYDINV G SHE IS BEAUTIFUL,MY LRT IM DYDINV G SHE IS BEAUTIFUL
12129,zampieri2019: Offensive Posts in Social Media,   You are a bright star for Texas ,0,You bright star Texas,You bright star Texas
12130,zampieri2019: Offensive Posts in Social Media,   You are the man ,0,You man,You man
12131,zampieri2019: Offensive Posts in Social Media,Roy Moore Allegations From Far Distant Past Bezos Bunny Satire drellenbrandt MAGA Dr Melissa Bunny via a Medium tells us from beyond the grave About years ago Jeff Bezos put his hands on me cut my head off and cooked me as hasenpfeffer for dinner ,2,Roy Moore Allegations From Far Distant Past Bezos Bunny Satire drellenbrandt MAGA Dr Melissa Bunny via Medium tell u beyond grave About year ago Jeff Bezos put hand cut head cooked hasenpfeffer dinner,Roy Moore Allegations From Far Distant Past Bezos Bunny Satire drellenbrandt MAGA Dr Melissa Bunny via Medium tell u beyond grave About year ago Jeff Bezos put hand cut head cooked hasenpfeffer dinner
12132,zampieri2019: Offensive Posts in Social Media,ANTIFA ANONYMOUS ARE COMING FOR YOU ,2,ANTIFA ANONYMOUS ARE COMING FOR YOU,ANTIFA ANONYMOUS ARE COMING FOR YOU
12133,zampieri2019: Offensive Posts in Social Media,          ATTENTION  is publishing a target list for ANTIFA on his Twitter Account under Lists The list has high profile names and names of everyday Trump supporters PLEASE CHECK THIS LIST for your name  has NOT suspended his account ,0,ATTENTION publishing target list ANTIFA Twitter Account Lists The list high profile name name everyday Trump supporter PLEASE CHECK THIS LIST name NOT suspended account,ATTENTION publishing target list ANTIFA Twitter Account Lists The list high profile name name everyday Trump supporter PLEASE CHECK THIS LIST name NOT suspended account
12134,zampieri2019: Offensive Posts in Social Media,    Antifa FACIST Don t let these mean anti Americans use a fake title They are FACIST ,2,Antifa FACIST Don let mean anti Americans use fake title They FACIST,Antifa FACIST Don let mean anti Americans use fake title They FACIST
12135,zampieri2019: Offensive Posts in Social Media,   Could anyone expect anything less from a fool like j rubin Incompetent hair on fire libs cost people their lives and blame it Pres Trump ,2,Could anyone expect anything le fool like j rubin Incompetent hair fire libs cost people life blame Pres Trump,Could anyone expect anything le fool like j rubin Incompetent hair fire libs cost people life blame Pres Trump
12136,zampieri2019: Offensive Posts in Social Media,   Debate moving on to the streets is a side effect of media MPs failing to address questions they need to answer the violence frequently stems from the thuggish antifa mobs who oppose these issues being aired What are your answers to questions here ,0,Debate moving street side effect medium MPs failing address question need answer violence frequently stem thuggish antifa mob oppose issue aired What answer question,Debate moving street side effect medium MPs failing address question need answer violence frequently stem thuggish antifa mob oppose issue aired What answer question
12137,zampieri2019: Offensive Posts in Social Media,  Why are the tweets that Conservatives are retweeting with comments suddenly Unavailable I cannot see what they re talking about if the original tweet is no longer available Anyone else noticing this ,0,Why tweet Conservatives retweeting comment suddenly Unavailable I cannot see talking original tweet longer available Anyone else noticing,Why tweet Conservatives retweeting comment suddenly Unavailable I cannot see talking original tweet longer available Anyone else noticing
12138,zampieri2019: Offensive Posts in Social Media,   balls,0,ball,ball
12139,zampieri2019: Offensive Posts in Social Media,  The cunt who s st EU is doing it ,2,The cunt st EU,The cunt st EU
12140,zampieri2019: Offensive Posts in Social Media,      LMAO you are too dumb forgive my manners but this pile of shiit you just said can give cancer ,2,LMAO dumb forgive manner pile shiit said give cancer,LMAO dumb forgive manner pile shiit said give cancer
12141,zampieri2019: Offensive Posts in Social Media,  I bet the first ones she calls when she is being robbed is those very same police People are freaking stupid ,2,I bet first one call robbed police People freaking stupid,I bet first one call robbed police People freaking stupid
12142,zampieri2019: Offensive Posts in Social Media,  Take a vacation WWGWGA MAGA,0,Take vacation WWGWGA MAGA,Take vacation WWGWGA MAGA
12143,zampieri2019: Offensive Posts in Social Media,  thought they scored points sad,0,thought scored point sad,thought scored point sad
12144,zampieri2019: Offensive Posts in Social Media,     Don t feel sorry for her She is so greedy she even hides her Patreon amount and dumb kids keep donating for watching her playing games and whispering into a mic ,2,Don feel sorry She greedy even hide Patreon amount dumb kid keep donating watching playing game whispering mic,Don feel sorry She greedy even hide Patreon amount dumb kid keep donating watching playing game whispering mic
12145,zampieri2019: Offensive Posts in Social Media,  Screw you and that keep up shit honestly ,2,Screw keep shit honestly,Screw keep shit honestly
12146,zampieri2019: Offensive Posts in Social Media,  u a cold bitch,2,u cold bitch,u cold bitch
12147,zampieri2019: Offensive Posts in Social Media, Crazy Things Liberals Blame Trump For via  Unhinged blame everything on our President ,2,Crazy Things Liberals Blame Trump For via Unhinged blame everything President,Crazy Things Liberals Blame Trump For via Unhinged blame everything President
12148,zampieri2019: Offensive Posts in Social Media,                                                   And here he is supporting gun control ,0,And supporting gun control,And supporting gun control
12149,zampieri2019: Offensive Posts in Social Media,  I hope those La La Land libtard lunatics don t think most conservatives would watch that garbage Those idiots make a living playing dress up Grow up and move into the real world VOTE REPUBLICAN ,0,I hope La La Land libtard lunatic think conservative would watch garbage Those idiot make living playing dress Grow move real world VOTE REPUBLICAN,I hope La La Land libtard lunatic think conservative would watch garbage Those idiot make living playing dress Grow move real world VOTE REPUBLICAN
12150,zampieri2019: Offensive Posts in Social Media,  I was think she jisoo but I m Focused I found she is taeyoun,2,I think jisoo I Focused I found taeyoun,I think jisoo I Focused I found taeyoun
12151,zampieri2019: Offensive Posts in Social Media,         Thank you Good to see we are trying this approach in addition to others Too often this issue is used as an excuse to tax Please can you report updates when they become known Thanks ,0,Thank Good see trying approach addition others Too often issue used excuse tax Please report update become known Thanks,Thank Good see trying approach addition others Too often issue used excuse tax Please report update become known Thanks
12152,zampieri2019: Offensive Posts in Social Media,      Most Texans don t take advice from liberals,0,Most Texans take advice liberal,Most Texans take advice liberal
12153,zampieri2019: Offensive Posts in Social Media,  Didn t the President already make an offer that was refused ,0,Didn President already make offer refused,Didn President already make offer refused
12154,zampieri2019: Offensive Posts in Social Media,  She is a college professor in Cali Resist antifa burn buildings riot Cali colleges ,0,She college professor Cali Resist antifa burn building riot Cali college,She college professor Cali Resist antifa burn building riot Cali college
12155,zampieri2019: Offensive Posts in Social Media,  I hope this shit doesn t become a trend Keep the beef on wax homie Or at least call and yell at each other on Hot like n Cam did ,2,I hope shit become trend Keep beef wax homie Or least call yell Hot like n Cam,I hope shit become trend Keep beef wax homie Or least call yell Hot like n Cam
12156,zampieri2019: Offensive Posts in Social Media,  exaggerating so much You are appreciated ,0,exaggerating much You appreciated,exaggerating much You appreciated
12157,zampieri2019: Offensive Posts in Social Media,  And god forbid you are already talking to someone or dating they get real mad we like those people over you for a reason sorry bout it ,0,And god forbid already talking someone dating get real mad like people reason sorry bout,And god forbid already talking someone dating get real mad like people reason sorry bout
12158,zampieri2019: Offensive Posts in Social Media,  Haha I don t believe it ,0,Haha I believe,Haha I believe
12159,zampieri2019: Offensive Posts in Social Media,  He has no social graces That is why he was shunned by NY proper everyone knows he s white trash with a little money He does not know how to act and makes everything about him Always He is just a Me ME Me POS that is an embarrassment to the USA ,2,He social grace That shunned NY proper everyone know white trash little money He know act make everything Always He Me ME Me POS embarrassment USA,He social grace That shunned NY proper everyone know white trash little money He know act make everything Always He Me ME Me POS embarrassment USA
12160,zampieri2019: Offensive Posts in Social Media,   When one of those sides is white supremacists then it shouldn t be hard to say that one of those sides is the wrong side Now stop trying to equate antifa with white supremacists It just makes you look more like a white supremacist ,2,When one side white supremacist hard say one side wrong side Now stop trying equate antifa white supremacist It make look like white supremacist,When one side white supremacist hard say one side wrong side Now stop trying equate antifa white supremacist It make look like white supremacist
12161,zampieri2019: Offensive Posts in Social Media,  Diversity makes you stronger,0,Diversity make stronger,Diversity make stronger
12162,zampieri2019: Offensive Posts in Social Media,  Liberals should be jumping for joy ,0,Liberals jumping joy,Liberals jumping joy
12163,zampieri2019: Offensive Posts in Social Media,  She is a cutie But she needs a PACKER bib,0,She cutie But need PACKER bib,She cutie But need PACKER bib
12164,zampieri2019: Offensive Posts in Social Media,   antifa  gets a pass ,0,antifa get pas,antifa get pas
12165,zampieri2019: Offensive Posts in Social Media,  We get shit transported from Africa niggas told me they seen venomous snakes Iguanas a beetle the size of a car tire lmaoooo all kinds of shit,2,We get shit transported Africa nigga told seen venomous snake Iguanas beetle size car tire lmaoooo kind shit,We get shit transported Africa nigga told seen venomous snake Iguanas beetle size car tire lmaoooo kind shit
12166,zampieri2019: Offensive Posts in Social Media,  this girl called herself tryna call me ugly i had to show her how ugly she is ,2,girl called tryna call ugly show ugly,girl called tryna call ugly show ugly
12167,zampieri2019: Offensive Posts in Social Media,    He is a good man ,0,He good man,He good man
12168,zampieri2019: Offensive Posts in Social Media,     dude just go straight to the point You are trying to say that Iggy can be bigger than Em bc she is younger ,0,dude go straight point You trying say Iggy bigger Em bc younger,dude go straight point You trying say Iggy bigger Em bc younger
12169,zampieri2019: Offensive Posts in Social Media,   You d also know this isn t about women at all b c Democrats don t call for justice for women assaulted by Democrats when there is both evidence of injury police reports You d know Dems only demand conservatives be found guilty upon accusation You d know this is all political ,2,You also know woman b c Democrats call justice woman assaulted Democrats evidence injury police report You know Dems demand conservative found guilty upon accusation You know political,You also know woman b c Democrats call justice woman assaulted Democrats evidence injury police report You know Dems demand conservative found guilty upon accusation You know political
12170,zampieri2019: Offensive Posts in Social Media,  She can never said no to prove to her fans and gram she is working hard ,0,She never said prove fan gram working hard,She never said prove fan gram working hard
12171,zampieri2019: Offensive Posts in Social Media,    way more accurate than most theories Most history ancient Egypt ect is all made up BS It s all been fabricated for us I don t claim to know why But if you start looking into history ect there s no fucking proof of anything Enjoy the show Our consciousness is def changing Doit,2,way accurate theory Most history ancient Egypt ect made BS It fabricated u I claim know But start looking history ect fucking proof anything Enjoy show Our consciousness def changing Doit,way accurate theory Most history ancient Egypt ect made BS It fabricated u I claim know But start looking history ect fucking proof anything Enjoy show Our consciousness def changing Doit
12172,zampieri2019: Offensive Posts in Social Media,   Or we can go  s route and NOT believe any accusations levied against conservative because conservatives are such saints ,0,Or go route NOT believe accusation levied conservative conservative saint,Or go route NOT believe accusation levied conservative conservative saint
12173,zampieri2019: Offensive Posts in Social Media,  That said You are right about those who do put themselves forward to read the job description ,0,That said You right put forward read job description,That said You right put forward read job description
12174,zampieri2019: Offensive Posts in Social Media,   Stay vigilant Conservatives ,0,Stay vigilant Conservatives,Stay vigilant Conservatives
12175,zampieri2019: Offensive Posts in Social Media,If two or three allegations Dems would be screaming PATTERN women came forward Supporting Kavanaugh is that not a pattern of good behavior Allegations must be heard but what happened to presumption of innocence Timing is suspect What do you think  MAGA,0,If two three allegation Dems would screaming PATTERN woman came forward Supporting Kavanaugh pattern good behavior Allegations must heard happened presumption innocence Timing suspect What think MAGA,If two three allegation Dems would screaming PATTERN woman came forward Supporting Kavanaugh pattern good behavior Allegations must heard happened presumption innocence Timing suspect What think MAGA
12176,zampieri2019: Offensive Posts in Social Media,  Krazee right wingers have the nerve to bitch about Antifa ,2,Krazee right winger nerve bitch Antifa,Krazee right winger nerve bitch Antifa
12177,zampieri2019: Offensive Posts in Social Media,   What really pisses me off about Asians in California voting for more gun control is that many should know better especially Koreans in LA They all knew someone who had their businesses destroyed during the riots At least this salty boi hasn t forgotten ,0,What really piss Asians California voting gun control many know better especially Koreans LA They knew someone business destroyed riot At least salty boi forgotten,What really piss Asians California voting gun control many know better especially Koreans LA They knew someone business destroyed riot At least salty boi forgotten
12178,zampieri2019: Offensive Posts in Social Media,  Liberals attack private lives when they can t attack policies ,0,Liberals attack private life attack policy,Liberals attack private life attack policy
12179,zampieri2019: Offensive Posts in Social Media,  I m pretty sure you are not too bad yourself thanks for a lil bit of sweetness on this brutal world,0,I pretty sure bad thanks lil bit sweetness brutal world,I pretty sure bad thanks lil bit sweetness brutal world
12180,zampieri2019: Offensive Posts in Social Media,    The conservatives are winning because of a turn coat liberal So you re admitting cons are failed libs ,0,The conservative winning turn coat liberal So admitting con failed libs,The conservative winning turn coat liberal So admitting con failed libs
12181,zampieri2019: Offensive Posts in Social Media,  He is nothing but a fruit cake I can t believe I like him at one time,0,He nothing fruit cake I believe I like one time,He nothing fruit cake I believe I like one time
12182,zampieri2019: Offensive Posts in Social Media,   Yes Liberals ,0,Yes Liberals,Yes Liberals
12183,zampieri2019: Offensive Posts in Social Media,  Pick me pls ,0,Pick pls,Pick pls
12184,zampieri2019: Offensive Posts in Social Media,   Many heavy metal rockers were Conservatives who believed in freedom Unfortunatemy some appeared to only be in it for the money But others truly believe it Helped end the Cold War ,0,Many heavy metal rocker Conservatives believed freedom Unfortunatemy appeared money But others truly believe Helped end Cold War,Many heavy metal rocker Conservatives believed freedom Unfortunatemy appeared money But others truly believe Helped end Cold War
12185,zampieri2019: Offensive Posts in Social Media,   or you could legislate some common sense gun control and tone down your racist rhetoric ,2,could legislate common sense gun control tone racist rhetoric,could legislate common sense gun control tone racist rhetoric
12186,zampieri2019: Offensive Posts in Social Media,Democrats and their double sided hypocrisy Is this any surpise MAGA ConfirmKavanaugh PJNET ,2,Democrats double sided hypocrisy Is surpise MAGA ConfirmKavanaugh PJNET,Democrats double sided hypocrisy Is surpise MAGA ConfirmKavanaugh PJNET
12187,zampieri2019: Offensive Posts in Social Media,  Charge People know how good you are at makeup by pictures You can t keep doing that you ll be skint ,0,Charge People know good makeup picture You keep skint,Charge People know good makeup picture You keep skint
12188,zampieri2019: Offensive Posts in Social Media,    She is a Monkeying Around ,0,She Monkeying Around,She Monkeying Around
12189,zampieri2019: Offensive Posts in Social Media,  I just said that very same thing That Christians create a life death for Dr Ford or Stormy Daniels who tell their stories but I don t see not counting Antifa that happening from us to them It s so weird Not very Christ like of them at the least of it and so vile etc ,0,I said thing That Christians create life death Dr Ford Stormy Daniels tell story I see counting Antifa happening u It weird Not Christ like least vile etc,I said thing That Christians create life death Dr Ford Stormy Daniels tell story I see counting Antifa happening u It weird Not Christ like least vile etc
12190,zampieri2019: Offensive Posts in Social Media, Instead of taking concrete actions to help reunite immigrant children who were separated from their parents push forward gun control legislation or work to repeal the Muslim travel ban they did Trump s bigoted bidding without question FamiliesBelongTogether NoBan ,0,Instead taking concrete action help reunite immigrant child separated parent push forward gun control legislation work repeal Muslim travel ban Trump bigoted bidding without question FamiliesBelongTogether NoBan,Instead taking concrete action help reunite immigrant child separated parent push forward gun control legislation work repeal Muslim travel ban Trump bigoted bidding without question FamiliesBelongTogether NoBan
12191,zampieri2019: Offensive Posts in Social Media,  Dear Pope Francis SHAME ,0,Dear Pope Francis SHAME,Dear Pope Francis SHAME
12192,zampieri2019: Offensive Posts in Social Media,  You will not win Texas doesn t need a liberal Everything liberals touch turns to crap ,2,You win Texas need liberal Everything liberal touch turn crap,You win Texas need liberal Everything liberal touch turn crap
12193,zampieri2019: Offensive Posts in Social Media,   Unreal Liberals have completely lost it and will do anything opposing our President Very sad ,0,Unreal Liberals completely lost anything opposing President Very sad,Unreal Liberals completely lost anything opposing President Very sad
12194,zampieri2019: Offensive Posts in Social Media,   Absolutely We all know the Dems want all the votes coming to them that is why they are all pushing for it to happen Dems Liberals are plainly UnAmerican All they care about is their paycheck and their position st We need term minutes no more than terms like POTUS has ,0,Absolutely We know Dems want vote coming pushing happen Dems Liberals plainly UnAmerican All care paycheck position st We need term minute term like POTUS,Absolutely We know Dems want vote coming pushing happen Dems Liberals plainly UnAmerican All care paycheck position st We need term minute term like POTUS
12195,zampieri2019: Offensive Posts in Social Media,It has always been  aim to compromise the evidence so that the Special Counsel cannot use it to convict  during impeachment   MAGA        ,0,It always aim compromise evidence Special Counsel cannot use convict impeachment MAGA,It always aim compromise evidence Special Counsel cannot use convict impeachment MAGA
12196,zampieri2019: Offensive Posts in Social Media,  Elections have consequences And if the left continues the direction they are heading in they will not win another one for a long time keepitup LiberalismIsAMentalDisease,0,Elections consequence And left continues direction heading win another one long time keepitup LiberalismIsAMentalDisease,Elections consequence And left continues direction heading win another one long time keepitup LiberalismIsAMentalDisease
12197,zampieri2019: Offensive Posts in Social Media,   has announced he is releasing Fisa ,0,announced releasing Fisa,announced releasing Fisa
12198,zampieri2019: Offensive Posts in Social Media,  Looks like antifa to me just saying ,0,Looks like antifa saying,Looks like antifa saying
12199,zampieri2019: Offensive Posts in Social Media,  Hi Bernice I hope you are enjoying the xrpcommunity and learning lots about xrp  ,0,Hi Bernice I hope enjoying xrpcommunity learning lot xrp,Hi Bernice I hope enjoying xrpcommunity learning lot xrp
12200,zampieri2019: Offensive Posts in Social Media,   The MeToo has been ruined by hateful demonic Democrats It s now been WEAPONIZED against MEN Disgusting how Democrats Liberals RUIN everything they touch VoteRedToSaveAmerica MAGA,2,The MeToo ruined hateful demonic Democrats It WEAPONIZED MEN Disgusting Democrats Liberals RUIN everything touch VoteRedToSaveAmerica MAGA,The MeToo ruined hateful demonic Democrats It WEAPONIZED MEN Disgusting Democrats Liberals RUIN everything touch VoteRedToSaveAmerica MAGA
12201,zampieri2019: Offensive Posts in Social Media,   This unfortunately is the real way Democrats feel about Blacks If they could they would put us all on the Plantation Socialism is making citizens slaves to the Government The Conservatives will never let that happen This very kind of Treason is why we have the Amendment ,2,This unfortunately real way Democrats feel Blacks If could would put u Plantation Socialism making citizen slave Government The Conservatives never let happen This kind Treason Amendment,This unfortunately real way Democrats feel Blacks If could would put u Plantation Socialism making citizen slave Government The Conservatives never let happen This kind Treason Amendment
12202,zampieri2019: Offensive Posts in Social Media,           You are so beautiful Xx,0,You beautiful Xx,You beautiful Xx
12203,zampieri2019: Offensive Posts in Social Media,   Mental case for sure,2,Mental case sure,Mental case sure
12204,zampieri2019: Offensive Posts in Social Media,          Cheers appreciated ,0,Cheers appreciated,Cheers appreciated
12205,zampieri2019: Offensive Posts in Social Media,   He won t He ll do just like Mitch McConnell and never mention the good that  has accomplished ,0,He He like Mitch McConnell never mention good accomplished,He He like Mitch McConnell never mention good accomplished
12206,zampieri2019: Offensive Posts in Social Media,  Northern AZ is good Look forward to seeing him there MAGA,0,Northern AZ good Look forward seeing MAGA,Northern AZ good Look forward seeing MAGA
12207,zampieri2019: Offensive Posts in Social Media,    What Bhagwat tells shakha minions and what he says to rest of the world are two different things Sanghi goons will keep on raping and killing but the stupid liberals will think sanghis are not that bad Don t get taken in by his lies else next years India will disappear ,2,What Bhagwat tell shakha minion say rest world two different thing Sanghi goon keep raping killing stupid liberal think sanghis bad Don get taken lie else next year India disappear,What Bhagwat tell shakha minion say rest world two different thing Sanghi goon keep raping killing stupid liberal think sanghis bad Don get taken lie else next year India disappear
12208,zampieri2019: Offensive Posts in Social Media,  If we are not in control then how come you are allowed to tweet that idea in the first place ,0,If control come allowed tweet idea first place,If control come allowed tweet idea first place
12209,zampieri2019: Offensive Posts in Social Media,  hell yeah it FUCKIG is,2,hell yeah FUCKIG,hell yeah FUCKIG
12210,zampieri2019: Offensive Posts in Social Media,  Hell ya,0,Hell ya,Hell ya
12211,zampieri2019: Offensive Posts in Social Media,  Risking his own ass lol,2,Risking as lol,Risking as lol
12212,zampieri2019: Offensive Posts in Social Media, Climate change Education Healthcare reform Economy Gun control Societal issues Immigration ,0,Climate change Education Healthcare reform Economy Gun control Societal issue Immigration,Climate change Education Healthcare reform Economy Gun control Societal issue Immigration
12213,zampieri2019: Offensive Posts in Social Media,  He is beautiful just like his grandma bless him ,0,He beautiful like grandma bless,He beautiful like grandma bless
12214,zampieri2019: Offensive Posts in Social Media,  you have the best booty and everything you are stunning love you so want to cum in you so deep ,0,best booty everything stunning love want cum deep,best booty everything stunning love want cum deep
12215,zampieri2019: Offensive Posts in Social Media, Your love for one another is the starlight in the darkness that surrounds you May that luminous love sustain you until the first day of rain cleanses the heartache you are enduring and washes away the pain  RememberingEdward,0,Your love one another starlight darkness surround May luminous love sustain first day rain clean heartache enduring wash away pain RememberingEdward,Your love one another starlight darkness surround May luminous love sustain first day rain clean heartache enduring wash away pain RememberingEdward
12216,zampieri2019: Offensive Posts in Social Media,   Sure The far left and Merkel lost faith in him For indoctrinated Germans on the southpole everything seems north far right Maa en was removed because he called an Antifa spade a spade Well to you promoted because he spoke up against Merkel press hysteria Contradiction ,0,Sure The far left Merkel lost faith For indoctrinated Germans southpole everything seems north far right Maa en removed called Antifa spade spade Well promoted spoke Merkel press hysteria Contradiction,Sure The far left Merkel lost faith For indoctrinated Germans southpole everything seems north far right Maa en removed called Antifa spade spade Well promoted spoke Merkel press hysteria Contradiction
12217,zampieri2019: Offensive Posts in Social Media,  The democrats are becoming more despicable by the day There is no bottom to their vitriol and lies barrel Why liberals go along with this makes no sense ,2,The democrat becoming despicable day There bottom vitriol lie barrel Why liberal go along make sense,The democrat becoming despicable day There bottom vitriol lie barrel Why liberal go along make sense
12218,zampieri2019: Offensive Posts in Social Media,   And she is getting death threats Who owns comprised Graham ,0,And getting death threat Who owns comprised Graham,And getting death threat Who owns comprised Graham
12219,zampieri2019: Offensive Posts in Social Media,         Right I m stopping replying to anymore of your nonsense but going to keep following you to warm others of your dangerous take on society you pal are the biggest fake going and been proved and just like all the rest of antifa are bloody dangerous,2,Right I stopping replying anymore nonsense going keep following warm others dangerous take society pal biggest fake going proved like rest antifa bloody dangerous,Right I stopping replying anymore nonsense going keep following warm others dangerous take society pal biggest fake going proved like rest antifa bloody dangerous
12220,zampieri2019: Offensive Posts in Social Media,   I m afraid you are right ,0,I afraid right,I afraid right
12221,zampieri2019: Offensive Posts in Social Media,  This describes Bill Clinton perfectly And yet crickets from liberals ClintonCrimeFamily,0,This describes Bill Clinton perfectly And yet cricket liberal ClintonCrimeFamily,This describes Bill Clinton perfectly And yet cricket liberal ClintonCrimeFamily
12222,zampieri2019: Offensive Posts in Social Media,   Repeat after me zombies ,0,Repeat zombie,Repeat zombie
12223,zampieri2019: Offensive Posts in Social Media,  He is saying what they need to do to fix the problems but not much how they will fix them I am a hear broken Cardinal s fan looking for answers ,0,He saying need fix problem much fix I hear broken Cardinal fan looking answer,He saying need fix problem much fix I hear broken Cardinal fan looking answer
12224,zampieri2019: Offensive Posts in Social Media,  God that s the one we should have used to remove Holder ,0,God one used remove Holder,God one used remove Holder
12225,zampieri2019: Offensive Posts in Social Media,  He is trash himself to do that,2,He trash,He trash
12226,zampieri2019: Offensive Posts in Social Media,  i BREATGE in kpop stan u nigger,2,BREATGE kpop stan u nigger,BREATGE kpop stan u nigger
12227,zampieri2019: Offensive Posts in Social Media,  Impulsive reaction She is not looking at the gun and her head is bowed low mane a mess What happens now ,0,Impulsive reaction She looking gun head bowed low mane mess What happens,Impulsive reaction She looking gun head bowed low mane mess What happens
12228,zampieri2019: Offensive Posts in Social Media,  Antifa s been busy lately it seems ,0,Antifa busy lately seems,Antifa busy lately seems
12229,zampieri2019: Offensive Posts in Social Media,Adicionei um v deo a uma playlist  LIL PEEP Type Beat You re Leaving Already Melancholic ,0,Adicionei um v deo uma playlist LIL PEEP Type Beat You Leaving Already Melancholic,Adicionei um v deo uma playlist LIL PEEP Type Beat You Leaving Already Melancholic
12230,zampieri2019: Offensive Posts in Social Media,  Yes Occupy changed their T Shirts to Ferguson changed their T Shirts to BaltimoreRiots changed their T Shirts to Resist changed their T Shirts to Antifa to spread DEMOCRAT VIOLENCE,0,Yes Occupy changed T Shirts Ferguson changed T Shirts BaltimoreRiots changed T Shirts Resist changed T Shirts Antifa spread DEMOCRAT VIOLENCE,Yes Occupy changed T Shirts Ferguson changed T Shirts BaltimoreRiots changed T Shirts Resist changed T Shirts Antifa spread DEMOCRAT VIOLENCE
12231,zampieri2019: Offensive Posts in Social Media,   Wrong didn t vote PC so that doesn t mean the who didn t should shut up Likewise a voted NDP so not a majority by any means but a sizeable minority Actually Liberals and Greens have similar position too and vote wise those three are majority ,0,Wrong vote PC mean shut Likewise voted NDP majority mean sizeable minority Actually Liberals Greens similar position vote wise three majority,Wrong vote PC mean shut Likewise voted NDP majority mean sizeable minority Actually Liberals Greens similar position vote wise three majority
12232,zampieri2019: Offensive Posts in Social Media,  God help every citizens whether they are Republicans or Democrats,0,God help every citizen whether Republicans Democrats,God help every citizen whether Republicans Democrats
12233,zampieri2019: Offensive Posts in Social Media,Looking into the shooting in Maryland but no info since the feed is nothing but protest Why do the gun grabbers not want anything out We know it was a female MAGA,0,Looking shooting Maryland info since feed nothing protest Why gun grabber want anything We know female MAGA,Looking shooting Maryland info since feed nothing protest Why gun grabber want anything We know female MAGA
12234,zampieri2019: Offensive Posts in Social Media,  Democ Rats are pulling the Anita Hill trick to derail the Judge Kavanaugh confirmation It will not work Get over  triumph You communists will not destroy the USA MAGA,2,Democ Rats pulling Anita Hill trick derail Judge Kavanaugh confirmation It work Get triumph You communist destroy USA MAGA,Democ Rats pulling Anita Hill trick derail Judge Kavanaugh confirmation It work Get triumph You communist destroy USA MAGA
12235,zampieri2019: Offensive Posts in Social Media,  It is poisonous indeed No wonder she is called Vesha Bottle The Beauty in Her eyes poisons every soul that stares into it ,0,It poisonous indeed No wonder called Vesha Bottle The Beauty Her eye poison every soul stare,It poisonous indeed No wonder called Vesha Bottle The Beauty Her eye poison every soul stare
12236,zampieri2019: Offensive Posts in Social Media,    So you are clearly admitting big names big cast also reason of sanju aye dil yeh jawani barfi suceess ,0,So clearly admitting big name big cast also reason sanju aye dil yeh jawani barfi suceess,So clearly admitting big name big cast also reason sanju aye dil yeh jawani barfi suceess
12237,zampieri2019: Offensive Posts in Social Media,   There aren t any principled conservatives,0,There principled conservative,There principled conservative
12238,zampieri2019: Offensive Posts in Social Media,  Democrats soft on crime soft on border security Since we can t use Illegal Aliens I will now call them CRIMINAL Aliens,0,Democrats soft crime soft border security Since use Illegal Aliens I call CRIMINAL Aliens,Democrats soft crime soft border security Since use Illegal Aliens I call CRIMINAL Aliens
12239,zampieri2019: Offensive Posts in Social Media,     Fake conservatives and their fake outrage over the budget betrayal ,0,Fake conservative fake outrage budget betrayal,Fake conservative fake outrage budget betrayal
12240,zampieri2019: Offensive Posts in Social Media,   you are so beautiful,0,beautiful,beautiful
12241,zampieri2019: Offensive Posts in Social Media,  He is not a troll he is simply dumb but I m enjoying it I love tweeter for this ,2,He troll simply dumb I enjoying I love tweeter,He troll simply dumb I enjoying I love tweeter
12242,zampieri2019: Offensive Posts in Social Media,  I understand Annie she is stuck in between I understand her ,0,I understand Annie stuck I understand,I understand Annie stuck I understand
12243,zampieri2019: Offensive Posts in Social Media,   Hillary was blaming women not too long ago Better hope the Uneducated don t show up to vote again It isn t so much that liberals are ignorant It s just that they know so many things that aren t so ,2,Hillary blaming woman long ago Better hope Uneducated show vote It much liberal ignorant It know many thing,Hillary blaming woman long ago Better hope Uneducated show vote It much liberal ignorant It know many thing
12244,zampieri2019: Offensive Posts in Social Media,   I support Jahs blessings on his hussle he is d bomb,2,I support Jahs blessing hussle bomb,I support Jahs blessing hussle bomb
12245,zampieri2019: Offensive Posts in Social Media,  You are runnning on the word of something you didn t see,0,You runnning word something see,You runnning word something see
12246,zampieri2019: Offensive Posts in Social Media,   Likely an AntiFa thug who plasterd himself with temp tatts for the interview with the ShitLib press ,0,Likely AntiFa thug plasterd temp tatts interview ShitLib press,Likely AntiFa thug plasterd temp tatts interview ShitLib press
12247,zampieri2019: Offensive Posts in Social Media,   I think this is more a way to scare Brexiteer Conservatives into toeing the party line Brexiteers are all for the will of the people so long as the people agree with them ,0,I think way scare Brexiteer Conservatives toeing party line Brexiteers people long people agree,I think way scare Brexiteer Conservatives toeing party line Brexiteers people long people agree
12248,zampieri2019: Offensive Posts in Social Media,  If that was my missus horse he d fuck right off and have us chasing him like bell ends,2,If missus horse fuck right u chasing like bell end,If missus horse fuck right u chasing like bell end
