corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hate-speech-dataset,"Please, enough of the Finno-Ugric fairy tale https : //www.stormfront.org/forum/t416643 / https : //www.stormfront.org/forum/t69616 / And here is a Khanty song for comparison Khanty song `` Akem ar '' ( `` Old Man 's Song '' ) - YouTube",0,Please  enough FinnoUgric fairy tale https    https    And Khanty song comparison Khanty song  Akem ar    Old Man s Song    YouTube,Please  enough FinnoUgric fairy tale https    https    And Khanty song comparison Khanty song  Akem ar    Old Man s Song    YouTube
hate-speech-dataset,"JJT, have you been talking to my kids about how I run my house ?",0,JJT  talking kids I run house ,JJT  talking kids I run house 
hate-speech-dataset,Wake up White People !,0,Wake White People ,Wake White People 
hate-speech-dataset,The Bear Sterns Report on Illegal Immigration Stormfront National Vanguard David Duke American Renaissance,0,The Bear Sterns Report Illegal Immigration Stormfront National Vanguard David Duke American Renaissance,The Bear Sterns Report Illegal Immigration Stormfront National Vanguard David Duke American Renaissance
hate-speech-dataset,"Non-whites are looking out for their own interests , race traitors are an enemy by choice and choose to unite with enemies and not whites .",0,Nonwhites looking interests  race traitors enemy choice choose unite enemies whites ,Nonwhites looking interests  race traitors enemy choice choose unite enemies whites 
hate-speech-dataset,This video is just plain hilarious .,0,This video plain hilarious ,This video plain hilarious 
hate-speech-dataset,I reported some time ago that negroes will even strip the bricks off your home while you are away at work .,2,I reported time ago negroes even strip bricks home away work ,I reported time ago negroes even strip bricks home away work 
hate-speech-dataset,Watch - http://www.youtube.com/watch ? v = PAvAV ... eature = related,0,Watch  http    v  PAvAV  eature  related,Watch  http    v  PAvAV  eature  related
hate-speech-dataset,When the tea party people have a event and very few minorities show up its the White tea party people who are racist .,0,When tea party people event minorities show White tea party people racist ,When tea party people event minorities show White tea party people racist 
hate-speech-dataset,If there is a black event and very few Whites show up its the White people who are racist for not coming .,0,If black event Whites show White people racist coming ,If black event Whites show White people racist coming 
hate-speech-dataset,See the pattern .,0,See pattern ,See pattern 
hate-speech-dataset,"They're trying to turn the Internet into a mirror version of television , in other words turn it into a wasteland of celebrity worship and wipe out all of it 's potential as a medium for informing and educating .",0,They re trying turn Internet mirror version television  words turn wasteland celebrity worship wipe s potential medium informing educating ,They re trying turn Internet mirror version television  words turn wasteland celebrity worship wipe s potential medium informing educating 
hate-speech-dataset,And these words of wisdom come from a man that thinks another mans anus as well as his own was made to be used as a vagina :,2,And words wisdom come man thinks another mans anus well made used vagina ,And words wisdom come man thinks another mans anus well made used vagina 
hate-speech-dataset,How much longer are we going to wait for them to take care of themselves ?,2,How much longer going wait take care ,How much longer going wait take care 
hate-speech-dataset,We need to make sure every white child and adult is fed before we worry about helpless people who have to eat cow crap in order to survive .,2,We need make sure every white child adult fed worry helpless people eat cow crap order survive ,We need make sure every white child adult fed worry helpless people eat cow crap order survive 
hate-speech-dataset,Agreed.,0,Agreed ,Agreed 
hate-speech-dataset,I wish everyone would leave them to their own demise so we can be done with it .,2,I wish everyone would leave demise done ,I wish everyone would leave demise done 
hate-speech-dataset,"Simply put , they are AT LEAST 100,000 years behind evolved creatures on the evolutionary scale with no hope of ever progressing .",2,Simply put  AT LEAST  years behind evolved creatures evolutionary scale hope ever progressing ,Simply put  AT LEAST  years behind evolved creatures evolutionary scale hope ever progressing 
hate-speech-dataset,Nasty..,0,Nasty ,Nasty 
hate-speech-dataset,The claim is that years ago India was a White Mans land mixing with the Negro .,0,The claim years ago India White Mans land mixing Negro ,The claim years ago India White Mans land mixing Negro 
hate-speech-dataset,They are lighter skin Negros now ...,0,They lighter skin Negros ,They lighter skin Negros 
hate-speech-dataset,"Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then .",2,Well  makes fact scum sending millions kin country  taking jobs White inhabitants  killing people mongrelizing race alright ,Well  makes fact scum sending millions kin country  taking jobs White inhabitants  killing people mongrelizing race alright 
hate-speech-dataset,The illustration of Old West ghost towns is something that every American can relate to .,0,The illustration Old West ghost towns something every American relate ,The illustration Old West ghost towns something every American relate 
hate-speech-dataset,"As the pace of retailer collapse accelerates in 2009 , larger malls will begin to go dark .",0,As pace retailer collapse accelerates   larger malls begin go dark ,As pace retailer collapse accelerates   larger malls begin go dark 
hate-speech-dataset,"Decaying , rotting malls inhabited by rats , wild dogs and homeless former retail employees will be a blight on the suburban landscape for decades .",0,Decaying  rotting malls inhabited rats  wild dogs homeless former retail employees blight suburban landscape decades ,Decaying  rotting malls inhabited rats  wild dogs homeless former retail employees blight suburban landscape decades 
hate-speech-dataset,Every major retailer in the United States has built their expansion plans on an assumption that American consumers would continue to spend at an unsustainable rate .,0,Every major retailer United States built expansion plans assumption American consumers would continue spend unsustainable rate ,Every major retailer United States built expansion plans assumption American consumers would continue spend unsustainable rate 
hate-speech-dataset,"According to the ICSC , about 150,000 stores are anticipated to shut down in 2009 , which adds to the 150,000 that closed in 2008 and 135,000 in 2007 .",0,According ICSC   stores anticipated shut   adds  closed    ,According ICSC   stores anticipated shut   adds  closed    
hate-speech-dataset,"Normally , 110,000 to 125,000 new stores open per year .",0,Normally    new stores open per year ,Normally    new stores open per year 
hate-speech-dataset,"At least 700,000 of retail jobs will be lost .",0,At least  retail jobs lost ,At least  retail jobs lost 
hate-speech-dataset,Mall owners and commercial developers will be hit particularly hard .,0,Mall owners commercial developers hit particularly hard ,Mall owners commercial developers hit particularly hard 
hate-speech-dataset,"As Americans realize that they don t need a $ 5 Starbucks latte , IKEA knickknacks , Jimmy Cho shoes , Rolex watches , granite counters and stainless steel appliances , our mall-centric world will end .",0,As Americans realize need   Starbucks latte  IKEA knickknacks  Jimmy Cho shoes  Rolex watches  granite counters stainless steel appliances  mallcentric world end ,As Americans realize need   Starbucks latte  IKEA knickknacks  Jimmy Cho shoes  Rolex watches  granite counters stainless steel appliances  mallcentric world end 
hate-speech-dataset,http://prudentbear.com/index.php/com ... y ? art _ id = 10187,0,http  prudentbearcomindexphpcom   art  id ,http  prudentbearcomindexphpcom   art  id 
hate-speech-dataset,Very true .,0,Very true ,Very true 
hate-speech-dataset,All you need is an orange tree or apple tree in the backyard and the orangutan will happily spend all day there .,0,All need orange tree apple tree backyard orangutan happily spend day ,All need orange tree apple tree backyard orangutan happily spend day 
hate-speech-dataset,"YouTube - Orangutan Towan Paints at Woodland Park Zoo , HD",0,YouTube  Orangutan Towan Paints Woodland Park Zoo  HD,YouTube  Orangutan Towan Paints Woodland Park Zoo  HD
hate-speech-dataset,Guess we Yanks gave them a hel-uva attitude adjustment at Hiroshima .,0,Guess Yanks gave heluva attitude adjustment Hiroshima ,Guess Yanks gave heluva attitude adjustment Hiroshima 
hate-speech-dataset,Hope fully `` Next year in Jerusalem '' as they say .,0,Hope fully  Next year Jerusalem  say ,Hope fully  Next year Jerusalem  say 
hate-speech-dataset,P.S. So your are in U.K ?,0,PS  So UK ,PS  So UK 
hate-speech-dataset,My great grand dad was Lord of the Manor in Warborough ( Oxfordshire ) .,0,My great grand dad Lord Manor Warborough  Oxfordshire  ,My great grand dad Lord Manor Warborough  Oxfordshire  
hate-speech-dataset,Fifteen years on and they still blame white rule .,0,Fifteen years still blame white rule ,Fifteen years still blame white rule 
hate-speech-dataset,It will be the same story in another fifteen years .,0,It story another fifteen years ,It story another fifteen years 
hate-speech-dataset,"As the saying goes , you can take the ape out of the jungle , but you ca n't take the jungle out of the ape .",2,As saying goes  take ape jungle  ca nt take jungle ape ,As saying goes  take ape jungle  ca nt take jungle ape 
hate-speech-dataset,"Wow, that 's a mouthful .",0,Wow  s mouthful ,Wow  s mouthful 
hate-speech-dataset,You might want to phone your favorite radio show host Alex Jones and educate him about the bankers .,0,You might want phone favorite radio show host Alex Jones educate bankers ,You might want phone favorite radio show host Alex Jones educate bankers 
hate-speech-dataset,( Source of quote. ),0, Source quote  , Source quote  
hate-speech-dataset,I got the book in a box with others for $ 1.00 I never knew anything about free masons until I read this book .,0,I got book box others   I never knew anything free masons I read book ,I got book box others   I never knew anything free masons I read book 
hate-speech-dataset,I have read it three times and find it very interesting .,0,I read three times find interesting ,I read three times find interesting 
hate-speech-dataset,The way Jews work together with such cunning would be admirable if their works where not to such disgusting evil ends .,2,The way Jews work together cunning would admirable works disgusting evil ends ,The way Jews work together cunning would admirable works disgusting evil ends 
hate-speech-dataset,Wasn't it the Government in the Congo that was at war with the gorillas a while back because the gorillas were `` threatening their superiority '' ?,2,Was nt Government Congo war gorillas back gorillas  threatening superiority  ,Was nt Government Congo war gorillas back gorillas  threatening superiority  
hate-speech-dataset,I've always said that black people make the perfect slaves because anyone who cannot or will not take responsibility and be master of their own lives is already a slave .,2,I ve always said black people make perfect slaves anyone take responsibility master lives already slave ,I ve always said black people make perfect slaves anyone take responsibility master lives already slave 
hate-speech-dataset,How can a country that sits on some of the best coal in the region experience coal shortage ?,0,How country sits best coal region experience coal shortage ,How country sits best coal region experience coal shortage 
hate-speech-dataset,Only in Africa ...,0,Only Africa ,Only Africa 
hate-speech-dataset,http://abcnews.go.com/International/print ? id = 2483106 AP Story,0,http  abcnewsgocomInternationalprint  id   AP Story,http  abcnewsgocomInternationalprint  id   AP Story
hate-speech-dataset,I believe these apes may be on to something by chopping off penises to cure aids .,2,I believe apes may something chopping penises cure aids ,I believe apes may something chopping penises cure aids 
hate-speech-dataset,An ape without a penis will never be able to pass it on to others .,2,An ape without penis never able pass others ,An ape without penis never able pass others 
hate-speech-dataset,Why have n't we thought about that over here ?,0,Why nt thought ,Why nt thought 
hate-speech-dataset,"I'd say that here on SF , most of the thread derailers are crypto-antis who do n't give hoot about Thor or Jesus .",0,I d say SF  thread derailers cryptoantis nt give hoot Thor Jesus ,I d say SF  thread derailers cryptoantis nt give hoot Thor Jesus 
hate-speech-dataset,It 's a symbol demonstrating a lack of oxygen to the head of all its members .,2,It s symbol demonstrating lack oxygen head members ,It s symbol demonstrating lack oxygen head members 
hate-speech-dataset,We will just have to wait and see .,0,We wait see ,We wait see 
hate-speech-dataset,Only the future will determine which plan can be used to bring our race out of its current predicament .,0,Only future determine plan used bring race current predicament ,Only future determine plan used bring race current predicament 
hate-speech-dataset,Ok how about I post a cool song that will cool us off : YouTube - Darkthrone - Transilvanian Hunger - With Lyrics Now come on people lets make some progress .,0,Ok I post cool song cool us  YouTube  Darkthrone  Transilvanian Hunger  With Lyrics Now come people lets make progress ,Ok I post cool song cool us  YouTube  Darkthrone  Transilvanian Hunger  With Lyrics Now come people lets make progress 
hate-speech-dataset,I stayed up all night cause of this debate .,0,I stayed night cause debate ,I stayed night cause debate 
hate-speech-dataset,"Allow me to apologize for my last post , as I was drinking heavily last night but you callin me a genetic lottery winner ? come on now I 've had my fair share of hard times just last week a yellow person came into my place of work and started making trouble .",2,Allow apologize last post  I drinking heavily last night callin genetic lottery winner  come I ve fair share hard times last week yellow person came place work started making trouble ,Allow apologize last post  I drinking heavily last night callin genetic lottery winner  come I ve fair share hard times last week yellow person came place work started making trouble 
hate-speech-dataset,This is ARKANSAS they have no right to smell up my place with their chinese restaurant BO ~ ▲ RESTORE ORDER ▲ ~,2,This ARKANSAS right smell place chinese restaurant BO  ▲ RESTORE ORDER ▲ ,This ARKANSAS right smell place chinese restaurant BO  ▲ RESTORE ORDER ▲ 
hate-speech-dataset,the entire system of classes are a marxist invention. the judeo-bolsheviks are using this to divide our society. in other words ' Divide et impera ' .,2,entire system classes marxist invention  judeobolsheviks using divide society  words  Divide et impera  ,entire system classes marxist invention  judeobolsheviks using divide society  words  Divide et impera  
hate-speech-dataset,https://www.youtube.com/watch?v=fRh48AdAS1A RACIST HATE CRIME - YouTube What to Do About Racist Behaviour ?,0,https    v RACIST HATE CRIME  YouTube What Do About Racist Behaviour ,https    v RACIST HATE CRIME  YouTube What Do About Racist Behaviour 
hate-speech-dataset,- YouTube Angry large black woman goes ham on angry young black men - YouTube white man cokes black man and than throws black man off and beat him up .,0, YouTube Angry large black woman goes ham angry young black men  YouTube white man cokes black man throws black man beat , YouTube Angry large black woman goes ham angry young black men  YouTube white man cokes black man throws black man beat 
hate-speech-dataset,- YouTube,0, YouTube, YouTube
hate-speech-dataset,"YouTube - & #x202a ; Black Male Rapes 10 yr old Deaf Girl , Claims He Thought She was her Mother & #x202c ; & rlm ; YouTube - & #x202a ; Robbers shoot customer & #x202c ; & rlm ; YouTube - & #x202a ; String of robberies by Urban Youths continue in Lincoln , NE & #x202c ; & rlm ;",0,YouTube      Black Male Rapes  yr old Deaf Girl  Claims He Thought She Mother      rlm  YouTube      Robbers shoot customer      rlm  YouTube      String robberies Urban Youths continue Lincoln  NE      rlm ,YouTube      Black Male Rapes  yr old Deaf Girl  Claims He Thought She Mother      rlm  YouTube      Robbers shoot customer      rlm  YouTube      String robberies Urban Youths continue Lincoln  NE      rlm 
hate-speech-dataset,Major chimp-out at hip hop awards .,2,Major chimpout hip hop awards ,Major chimpout hip hop awards 
hate-speech-dataset,"Once again , blacks showing they cannot control themselves .",2,Once  blacks showing control ,Once  blacks showing control 
hate-speech-dataset,( Listen to the noise made at 0.34 - remind you of anything ? ),0, Listen noise made   remind anything  , Listen noise made   remind anything  
hate-speech-dataset,LiveLeak.com - Brawl Breaks Out at Hip Hop Awards,0,LiveLeakcom  Brawl Breaks Out Hip Hop Awards,LiveLeakcom  Brawl Breaks Out Hip Hop Awards
hate-speech-dataset,Seattle bus attack on a blind woman : YouTube - Broadcast Yourself .,0,Seattle bus attack blind woman  YouTube  Broadcast Yourself ,Seattle bus attack blind woman  YouTube  Broadcast Yourself 
hate-speech-dataset,"Another bus attack , also in Seattle ( click on link to access video ) : Local News | Seattle bus video shows attack on passenger ; suspect has 50 arrests | Seattle Times Newspaper",0,Another bus attack  also Seattle  click link access video   Local News  Seattle bus video shows attack passenger  suspect  arrests  Seattle Times Newspaper,Another bus attack  also Seattle  click link access video   Local News  Seattle bus video shows attack passenger  suspect  arrests  Seattle Times Newspaper
hate-speech-dataset,Yes my sister I fear this too for my babies sake I am scares to death I am looking for a support group as well for my family and i,0,Yes sister I fear babies sake I scares death I looking support group well family,Yes sister I fear babies sake I scares death I looking support group well family
hate-speech-dataset,"John Joy Tree , I agree with a lot of what you say but I have a few objections .",0,John Joy Tree  I agree lot say I objections ,John Joy Tree  I agree lot say I objections 
hate-speech-dataset,"Number One : The white race is a biological division of the human species ( obviously ) , and to qualify as white you must have certain physical and genetic charcateristics .",0,Number One  The white race biological division human species  obviously   qualify white must certain physical genetic charcateristics ,Number One  The white race biological division human species  obviously   qualify white must certain physical genetic charcateristics 
hate-speech-dataset,However I cannot name all of these certain characteristics because I am neither an anthropologist or a geneticist .,0,However I name certain characteristics I neither anthropologist geneticist ,However I name certain characteristics I neither anthropologist geneticist 
hate-speech-dataset,"But we must need to be able to name these characteristics to have credibility , so we need to collect anthropological and genetic evidence that will prove there is a white race .",0,But must need able name characteristics credibility  need collect anthropological genetic evidence prove white race ,But must need able name characteristics credibility  need collect anthropological genetic evidence prove white race 
hate-speech-dataset,As for a white person being of wholly or mostly of European descent Im not so sure of that .,0,As white person wholly mostly European descent Im sure ,As white person wholly mostly European descent Im sure 
hate-speech-dataset,"I mean you can find tons of pictures of people in the Middle East , India , North Africa , etc , whose physical appearance is no different from that of a European 's .",0,I mean find tons pictures people Middle East  India  North Africa  etc  whose physical appearance different European s ,I mean find tons pictures people Middle East  India  North Africa  etc  whose physical appearance different European s 
hate-speech-dataset,"Since your genetic makeup determines your physical appearance , as long as those photos are of authentic native born people living in Non European areas , there probably are some Non European peoples whose genetic makeup as well as physical appearance differs not in the slightest from that of Europeans , then they must be considered white , so there probably are non European whites .",0,Since genetic makeup determines physical appearance  long photos authentic native born people living Non European areas  probably Non European peoples whose genetic makeup well physical appearance differs slightest Europeans  must considered white  probably non European whites ,Since genetic makeup determines physical appearance  long photos authentic native born people living Non European areas  probably Non European peoples whose genetic makeup well physical appearance differs slightest Europeans  must considered white  probably non European whites 
hate-speech-dataset,"Anyways if proven wrong by extensive genetic and anthropological evidence , I will accept the view that to be considered white you must be of pure European ancestry .",0,Anyways proven wrong extensive genetic anthropological evidence  I accept view considered white must pure European ancestry ,Anyways proven wrong extensive genetic anthropological evidence  I accept view considered white must pure European ancestry 
hate-speech-dataset,Number Two : I disagree with your definition of white nationalism because it is confusing .,0,Number Two  I disagree definition white nationalism confusing ,Number Two  I disagree definition white nationalism confusing 
hate-speech-dataset,"The word nationalism to this day doesnt have a watertight definition however this is what I think it should mean in this context : White nationalism is the belief that the white race must obtain a country for only members of their race to reside in , for the purpose of preserving their race 's existence as a biological category and as well as their races culture .",0,The word nationalism day doesnt watertight definition however I think mean context  White nationalism belief white race must obtain country members race reside  purpose preserving race s existence biological category well races culture ,The word nationalism day doesnt watertight definition however I think mean context  White nationalism belief white race must obtain country members race reside  purpose preserving race s existence biological category well races culture 
hate-speech-dataset,So racial preservation is the basis for white nationalism and white nationalism is the method with which we want to preserve our race .,0,So racial preservation basis white nationalism white nationalism method want preserve race ,So racial preservation basis white nationalism white nationalism method want preserve race 
hate-speech-dataset,Racial preservation is the belief that the existence of a certain race must be preserved ( and well of course its culture ) .,0,Racial preservation belief existence certain race must preserved  well course culture  ,Racial preservation belief existence certain race must preserved  well course culture  
hate-speech-dataset,I agree with your definition of homeland however .,0,I agree definition homeland however ,I agree definition homeland however 
hate-speech-dataset,Ill post more .,0,Ill post ,Ill post 
hate-speech-dataset,But what do you say to the ivy who wants to become a tree ??,0,But say ivy wants become tree  ,But say ivy wants become tree  
hate-speech-dataset,Or for that matter thinks he is a tree ?,0,Or matter thinks tree ,Or matter thinks tree 
hate-speech-dataset,I like her dress she is so lovely and gorgeous .,0,I like dress lovely gorgeous ,I like dress lovely gorgeous 
hate-speech-dataset,I do like the outfit they dressed the simian in ; he looks so regal,2,I like outfit dressed simian  looks regal,I like outfit dressed simian  looks regal
hate-speech-dataset,PNR by collectivization of industry do you mean the folk who work in say a factory own it themselves or do you mean its owned by the state in the name of all the citizens .,0,PNR collectivization industry mean folk work say factory mean owned state name citizens ,PNR collectivization industry mean folk work say factory mean owned state name citizens 
hate-speech-dataset,"Well-known area Jewelry Store Owner , John ' The Jeweler ' Lauseng shot & killed during robbery White Owner Of Jewelry Store Murdered , No Prizes For Guessing Who By - NNN Reporters Newsroom Forum R.I.P.",0,Wellknown area Jewelry Store Owner  John  The Jeweler  Lauseng shot  killed robbery White Owner Of Jewelry Store Murdered  No Prizes For Guessing Who By  NNN Reporters Newsroom Forum RIP ,Wellknown area Jewelry Store Owner  John  The Jeweler  Lauseng shot  killed robbery White Owner Of Jewelry Store Murdered  No Prizes For Guessing Who By  NNN Reporters Newsroom Forum RIP 
hate-speech-dataset,"I find this particularly revolting ...... my late father owned a retail hardware store for awhile .... I was mixing paint at age six ..... and our town , clientele , etc. , was White ...",0,I find particularly revolting  late father owned retail hardware store awhile  I mixing paint age six  town  clientele  etc   White ,I find particularly revolting  late father owned retail hardware store awhile  I mixing paint age six  town  clientele  etc   White 
hate-speech-dataset,Find Your Soul Paint 14/88 WPWW Erik,0,Find Your Soul Paint  WPWW Erik,Find Your Soul Paint  WPWW Erik
hate-speech-dataset,Jeffrey McAdam was fatally shot at a rest stop along Interstate 80 in Iowa County .,0,Jeffrey McAdam fatally shot rest stop along Interstate  Iowa County ,Jeffrey McAdam fatally shot rest stop along Interstate  Iowa County 
hate-speech-dataset,Negro Charged With The Murder Of White Rest Stop Employee - NNN Reporters Newsroom Forum R.I.P.,0,Negro Charged With The Murder Of White Rest Stop Employee  NNN Reporters Newsroom Forum RIP ,Negro Charged With The Murder Of White Rest Stop Employee  NNN Reporters Newsroom Forum RIP 
hate-speech-dataset,I watch less than an hour of TV in two weeks most of the time .,0,I watch less hour TV two weeks time ,I watch less hour TV two weeks time 
hate-speech-dataset,It 's all BS anyway .,0,It s BS anyway ,It s BS anyway 
hate-speech-dataset,When ever I see these white children murdered by these sub humans it makes me so angry I could cry .,2,When ever I see white children murdered sub humans makes angry I could cry ,When ever I see white children murdered sub humans makes angry I could cry 
hate-speech-dataset,How can others be so blind to this ?,0,How others blind ,How others blind 
hate-speech-dataset,I just do n't understand .,0,I nt understand ,I nt understand 
hate-speech-dataset,There are 150K or so on SF and the other hundreds of millions just walk thru life with blinders on .,0,There  SF hundreds millions walk thru life blinders ,There  SF hundreds millions walk thru life blinders 
hate-speech-dataset,EPISODE 71 : Halloween Costumes You Already Own | Watch the video - Yahoo !,0,EPISODE   Halloween Costumes You Already Own  Watch video  Yahoo ,EPISODE   Halloween Costumes You Already Own  Watch video  Yahoo 
hate-speech-dataset,Screen Wait till the end when the Blond girlfriend comes in ...,0,Screen Wait till end Blond girlfriend comes ,Screen Wait till end Blond girlfriend comes 
hate-speech-dataset,So Whites in the next generation are only 20 % of the population ... in their own homelands .,0,So Whites next generation   population  homelands ,So Whites next generation   population  homelands 
hate-speech-dataset,"If that is not genocide , what is ?",0,If genocide  ,If genocide  
hate-speech-dataset,Thank You for Posting This !!!,0,Thank You Posting This   ,Thank You Posting This   
hate-speech-dataset,I saw the same thing on the yahoo page but decided not to make a post .,0,I saw thing yahoo page decided make post ,I saw thing yahoo page decided make post 
hate-speech-dataset,"Do you notice how the primate 's , I mean black kid 's arm is around the white girl ?",2,Do notice primate s  I mean black kid s arm around white girl ,Do notice primate s  I mean black kid s arm around white girl 
hate-speech-dataset,The black kid is separating the white boy and girl .,0,The black kid separating white boy girl ,The black kid separating white boy girl 
hate-speech-dataset,Meanwhile the white boy is centered behind him and looks clueless .,0,Meanwhile white boy centered behind looks clueless ,Meanwhile white boy centered behind looks clueless 
hate-speech-dataset,I meet a lot Chechen 's a few weeks back i was shocked to see how light skinned they were and they had light brown hair and blue eyes and had European facial features .,0,I meet lot Chechen s weeks back shocked see light skinned light brown hair blue eyes European facial features ,I meet lot Chechen s weeks back shocked see light skinned light brown hair blue eyes European facial features 
hate-speech-dataset,My new next door neighbors are Chechen and they have red hair and light skin .,0,My new next door neighbors Chechen red hair light skin ,My new next door neighbors Chechen red hair light skin 
hate-speech-dataset,I saw this video on youtube Chechen Lezginka - YouTube Why do Russians call them black .,0,I saw video youtube Chechen Lezginka  YouTube Why Russians call black ,I saw video youtube Chechen Lezginka  YouTube Why Russians call black 
hate-speech-dataset,It's been brought to my attention recently that I 've overlooked this one .,0,It s brought attention recently I ve overlooked one ,It s brought attention recently I ve overlooked one 
hate-speech-dataset,"Patrick Cassidy , Vide Cor Meum .",0,Patrick Cassidy  Vide Cor Meum ,Patrick Cassidy  Vide Cor Meum 
hate-speech-dataset,YouTube - Vide Cor Meum Brilliant .,0,YouTube  Vide Cor Meum Brilliant ,YouTube  Vide Cor Meum Brilliant 
hate-speech-dataset,True point .,0,True point ,True point 
hate-speech-dataset,Israely Zionist indeed prepeared the Georgian attack .,2,Israely Zionist indeed prepeared Georgian attack ,Israely Zionist indeed prepeared Georgian attack 
hate-speech-dataset,https : //www.stormfront.org/forum/show ... li-525314.html According the Sweden research. the report clearly show it in figures .,0,https    lihtml According Sweden research  report clearly show figures ,https    lihtml According Sweden research  report clearly show figures 
hate-speech-dataset,About 1000 of Israely military specialists voluntary ( they say so ) served in Georgian army.To prepare the assault on Tshinvaly .,0,About  Israely military specialists voluntary  say  served Georgian armyTo prepare assault Tshinvaly ,About  Israely military specialists voluntary  say  served Georgian armyTo prepare assault Tshinvaly 
hate-speech-dataset,"No matter that Bulgarians speak similar language as Slavic people , I still don`t find them as Slavic .",0,No matter Bulgarians speak similar language Slavic people  I still  find Slavic ,No matter Bulgarians speak similar language Slavic people  I still  find Slavic 
hate-speech-dataset,"All Slavic people had same pre-Christian Gods , Svarog , Svetovid , Perun , etc. etc. but old Bulgarian pantheon is totally different .",0,All Slavic people preChristian Gods  Svarog  Svetovid  Perun  etc  etc  old Bulgarian pantheon totally different ,All Slavic people preChristian Gods  Svarog  Svetovid  Perun  etc  etc  old Bulgarian pantheon totally different 
hate-speech-dataset,"Which proves that they are a different people , and by any chance not Slavic .",0,Which proves different people  chance Slavic ,Which proves different people  chance Slavic 
hate-speech-dataset,I dont want to argue but will you nordicists ever stop claiming that blondism in the rest Europe only comes from your lands ?,0,I dont want argue nordicists ever stop claiming blondism rest Europe comes lands ,I dont want argue nordicists ever stop claiming blondism rest Europe comes lands 
hate-speech-dataset,My prayers go out for the grieving families of those who perished ... What a terrible tragedy ... God have mercy on the souls of those who have left this earth .,0,My prayers go grieving families perished  What terrible tragedy  God mercy souls left earth ,My prayers go grieving families perished  What terrible tragedy  God mercy souls left earth 
hate-speech-dataset,nobody said I like him and I dont see the reason to like him to be honest WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS WE SHOULD BE PROUD OF WHAT WE DID NOT OF WHAT SOME AUSTRIAN DID !!!,0,nobody said I like I dont see reason like honest WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS WE SHOULD BE PROUD OF WHAT WE DID NOT OF WHAT SOME AUSTRIAN DID   ,nobody said I like I dont see reason like honest WE HAVE ENOUGH CULTURAL HERITAGE FOR HUNDREDS OF GENERATIONS WE SHOULD BE PROUD OF WHAT WE DID NOT OF WHAT SOME AUSTRIAN DID   
hate-speech-dataset,"I see that you are a White Patriot , from your other comments .",0,I see White Patriot  comments ,I see White Patriot  comments 
hate-speech-dataset,But your laughing smilie is misleading .,0,But laughing smilie misleading ,But laughing smilie misleading 
hate-speech-dataset,Careful what you laugh at .,0,Careful laugh ,Careful laugh 
hate-speech-dataset,hello my name is shane i live in eka i like to surf talk be around kids enjoy people the arts have fun camp fish love my mom have a few close friends but a big support system i go to cr its good i like it also if you need more write me back,0,hello name shane live eka like surf talk around kids enjoy people arts fun camp fish love mom close friends big support system go cr good like also need write back,hello name shane live eka like surf talk around kids enjoy people arts fun camp fish love mom close friends big support system go cr good like also need write back
hate-speech-dataset,They will continue to be a source of cheap labor if they do n't find a sense of pride and use their labor to strengthen their own nations .,0,They continue source cheap labor nt find sense pride use labor strengthen nations ,They continue source cheap labor nt find sense pride use labor strengthen nations 
hate-speech-dataset,"Metal: Honor [ Poland ] , Defensor 14 [ Poland ] , Ekspansja [ Poland ] , Hools Attack [ Poland ] , Kolovrat [ Russia ] , Moscow Band [ Russia ] , Ancestors [ Slovakia ] , Conflict 88 [ Czech ] NSBM : Arkona [ Poland ] , Gontyna Kry [ Poland ] , Inferium [ Poland ] , Kataxu [ Poland ] , Thunderbolt [ Poland ] , Veles [ Poland ] , Wojnar [ Poland ] , Wolf 's Moon [ Poland ] ( vocals by Szczecry of Honor ) , and Woodtemple [ Poland ] I used to download from Kazaa but I got tired of all the adware and viruses I got from there .",0,Metal  Honor   Defensor    Ekspansja   Hools Attack   Kolovrat   Moscow Band   Ancestors   Conflict   NSBM  Arkona   Gontyna Kry   Inferium   Kataxu   Thunderbolt   Veles   Wojnar   Wolf s Moon   vocals Szczecry Honor   Woodtemple  I used download Kazaa I got tired adware viruses I got ,Metal  Honor   Defensor    Ekspansja   Hools Attack   Kolovrat   Moscow Band   Ancestors   Conflict   NSBM  Arkona   Gontyna Kry   Inferium   Kataxu   Thunderbolt   Veles   Wojnar   Wolf s Moon   vocals Szczecry Honor   Woodtemple  I used download Kazaa I got tired adware viruses I got 
hate-speech-dataset,Now I use Soulseek ( click HERE ) for my downloading .,0,Now I use Soulseek  click HERE  downloading ,Now I use Soulseek  click HERE  downloading 
hate-speech-dataset,"What I like about it is you can add people to your buddylist and download files straight from them ( something you ca n't do on Kazaa , methinks ) .",0,What I like add people buddylist download files straight  something ca nt Kazaa  methinks  ,What I like add people buddylist download files straight  something ca nt Kazaa  methinks  
hate-speech-dataset,"If you happen to download this , feel free to add me to your Friends list and connect to me .",0,If happen download  feel free add Friends list connect ,If happen download  feel free add Friends list connect 
