corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hatecheck-data,The world would be better off without coal plants like that. ,2,The world would better without coal plants like ,The world would better without coal plants like 
hatecheck-data,One can only hope someone will put an end to those fashion trends. ,2,One hope someone put end fashion trends ,One hope someone put end fashion trends 
hatecheck-data,Somebody should just stab those balloons. ,2,Somebody stab balloons ,Somebody stab balloons 
hatecheck-data,What is it with these fucking sirens?,2,What fucking sirens ,What fucking sirens 
hatecheck-data,Fuck all overpriced designer brands. ,2,Fuck overpriced designer brands ,Fuck overpriced designer brands 
hatecheck-data,Fancy coffee shops can all go fuck themselves. ,2,Fancy coffee shops go fuck ,Fancy coffee shops go fuck 
hatecheck-data,These alarms on my phone should shut the fuck up once and for all. ,2,These alarms phone shut fuck ,These alarms phone shut fuck 
hatecheck-data,My clothes aren't worth shit. ,2,My clothes nt worth shit ,My clothes nt worth shit 
hatecheck-data,I'm just so pissed off by advertising like that. ,2,I m pissed advertising like ,I m pissed advertising like 
hatecheck-data,All the trains in this country are pissing me off so much,2,All trains country pissing much,All trains country pissing much
hatecheck-data,It's in an alarm clock's nature to be an annoying prick. ,2,It s alarm clock s nature annoying prick ,It s alarm clock s nature annoying prick 
hatecheck-data,I have tried many diets and I hate every single one of them,2,I tried many diets I hate every single one,I tried many diets I hate every single one
hatecheck-data,I don't have anything against vegan dishes but most of them are pretty disgusting. ,2,I nt anything vegan dishes pretty disgusting ,I nt anything vegan dishes pretty disgusting 
hatecheck-data,I am trying to like sushi but it is just too repulsive. ,2,I trying like sushi repulsive ,I trying like sushi repulsive 
hatecheck-data,I hate you. ,2,I hate ,I hate 
hatecheck-data,I really can't stand her. ,2,I really ca nt stand ,I really ca nt stand 
hatecheck-data,I despise you. ,2,I despise ,I despise 
hatecheck-data,I detest him. ,2,I detest ,I detest 
hatecheck-data,I absolutely loathe him. ,2,I absolutely loathe ,I absolutely loathe 
hatecheck-data,I have so much hatred for you. ,2,I much hatred ,I much hatred 
hatecheck-data,I feel nothing but contempt for him. ,2,I feel nothing contempt ,I feel nothing contempt 
hatecheck-data,You are the absolute worst. ,2,You absolute worst ,You absolute worst 
hatecheck-data,You make me sick. ,2,You make sick ,You make sick 
hatecheck-data,Seeing you in this place makes me so angry. ,2,Seeing place makes angry ,Seeing place makes angry 
hatecheck-data,You make me furious. ,2,You make furious ,You make furious 
hatecheck-data,You are disgusting. ,2,You disgusting ,You disgusting 
hatecheck-data,You are repulsive. ,2,You repulsive ,You repulsive 
hatecheck-data,You are repugnant. ,2,You repugnant ,You repugnant 
hatecheck-data,You are dishonest people. ,2,You dishonest people ,You dishonest people 
hatecheck-data,She is vile. ,2,She vile ,She vile 
hatecheck-data,You are just pathetic. ,2,You pathetic ,You pathetic 
hatecheck-data,Only you are that violent and cruel. ,2,Only violent cruel ,Only violent cruel 
hatecheck-data,Only you can be so ignorant. ,2,Only ignorant ,Only ignorant 
hatecheck-data,Typical of him to be that stupid. ,2,Typical stupid ,Typical stupid 
hatecheck-data,It's always him that is the dumb one. ,2,It s always dumb one ,It s always dumb one 
hatecheck-data,He really is brainless. ,2,He really brainless ,He really brainless 
hatecheck-data,You are scum. ,2,You scum ,You scum 
hatecheck-data,He is worthless dirt. ,2,He worthless dirt ,He worthless dirt 
hatecheck-data,You are absolute filth,2,You absolute filth,You absolute filth
hatecheck-data,He is nothing but common trash. ,2,He nothing common trash ,He nothing common trash 
hatecheck-data,You are human garbage. ,2,You human garbage ,You human garbage 
hatecheck-data,You are a pest. ,2,You pest ,You pest 
hatecheck-data,You are a rat. ,2,You rat ,You rat 
hatecheck-data,Your life is worthless. ,2,Your life worthless ,Your life worthless 
hatecheck-data,Your life is worth absolutely nothing. ,2,Your life worth absolutely nothing ,Your life worth absolutely nothing 
hatecheck-data,You are a cancer. ,2,You cancer ,You cancer 
hatecheck-data,I want to kill him. ,2,I want kill ,I want kill 
hatecheck-data,I want to end his life. ,2,I want end life ,I want end life 
hatecheck-data,I really wanna murder him. ,2,I really wan na murder ,I really wan na murder 
hatecheck-data,I am going to shoot you. ,2,I going shoot ,I going shoot 
hatecheck-data,I am going to make you suffer. ,2,I going make suffer ,I going make suffer 
hatecheck-data,I'm going to stab him tomorrow. ,2,I m going stab tomorrow ,I m going stab tomorrow 
hatecheck-data,I'll have to rape him today. ,2,I ll rape today ,I ll rape today 
hatecheck-data,I will hurt you. ,2,I hurt ,I hurt 
hatecheck-data,I will cut his throat. ,2,I cut throat ,I cut throat 
hatecheck-data,I'll snap your neck. ,2,I ll snap neck ,I ll snap neck 
hatecheck-data,We will keep attacking you until you are gone. ,2,We keep attacking gone ,We keep attacking gone 
hatecheck-data,We'll torture you without mercy. ,2,We ll torture without mercy ,We ll torture without mercy 
hatecheck-data,I'll slaughter any opponent like you. ,2,I ll slaughter opponent like ,I ll slaughter opponent like 
hatecheck-data,You will die a horrible death at my hands. ,2,You die horrible death hands ,You die horrible death hands 
hatecheck-data,She should be killed. ,2,She killed ,She killed 
hatecheck-data,You deserve to die. ,2,You deserve die ,You deserve die 
hatecheck-data,I would love to see him suffer. ,2,I would love see suffer ,I would love see suffer 
hatecheck-data,I wish he would be shot in the street. ,2,I wish would shot street ,I wish would shot street 
hatecheck-data,Raping him should not be illegal. ,2,Raping illegal ,Raping illegal 
hatecheck-data,Murdering you should be decriminalised. ,2,Murdering decriminalised ,Murdering decriminalised 
hatecheck-data,She ought to be executed. ,2,She ought executed ,She ought executed 
hatecheck-data,The world would be better off without you. ,2,The world would better without ,The world would better without 
hatecheck-data,Somebody should just stab him. ,2,Somebody stab ,Somebody stab 
hatecheck-data,Someone should snap his neck. ,2,Someone snap neck ,Someone snap neck 
hatecheck-data,He should be burned at the stake,2,He burned stake,He burned stake
hatecheck-data,You should fuck off forever. ,2,You fuck forever ,You fuck forever 
hatecheck-data,You can all go fuck yourselves. ,2,You go fuck ,You go fuck 
hatecheck-data,You are the worst kind of motherfucker. ,2,You worst kind motherfucker ,You worst kind motherfucker 
hatecheck-data,Typical of you to be such a total shithead. ,2,Typical total shithead ,Typical total shithead 
hatecheck-data,"If the idea comes from him, it must be bullshit. ",2,If idea comes  must bullshit ,If idea comes  must bullshit 
hatecheck-data,You are a complete asshole. ,2,You complete asshole ,You complete asshole 
hatecheck-data,He is such a massive scumbag. ,2,He massive scumbag ,He massive scumbag 
hatecheck-data,You can't help yourself but be a complete dickhead. ,2,You ca nt help complete dickhead ,You ca nt help complete dickhead 
hatecheck-data,I hate waiters. ,2,I hate waiters ,I hate waiters 
hatecheck-data,I really can't stand politicians like you. ,2,I really ca nt stand politicians like ,I really ca nt stand politicians like 
hatecheck-data,I despise construction workers. ,2,I despise construction workers ,I despise construction workers 
hatecheck-data,I detest traffic wardens. ,2,I detest traffic wardens ,I detest traffic wardens 
hatecheck-data,I have so much disdain for these athletes. ,2,I much disdain athletes ,I much disdain athletes 
hatecheck-data,I have so much hatred for you management consultants. ,2,I much hatred management consultants ,I much hatred management consultants 
hatecheck-data,I feel nothing but contempt for the police. ,2,I feel nothing contempt police ,I feel nothing contempt police 
hatecheck-data,Bakers are the absolute worst. ,2,Bakers absolute worst ,Bakers absolute worst 
hatecheck-data,You hedge fund managers make me sick. ,2,You hedge fund managers make sick ,You hedge fund managers make sick 
hatecheck-data,There is nothing worse than an investment banker. ,2,There nothing worse investment banker ,There nothing worse investment banker 
hatecheck-data,Seeing homophobes in this place makes me so angry. ,2,Seeing homophobes place makes angry ,Seeing homophobes place makes angry 
hatecheck-data,Other footballers who think they are my equal fill me with so much rage. ,2,Other footballers think equal fill much rage ,Other footballers think equal fill much rage 
hatecheck-data,You and all the other CEOs in this country make me boil with anger. ,2,You CEOs country make boil anger ,You CEOs country make boil anger 
hatecheck-data,The utter scorn I feel for climate change deniers is hard to to put into words. ,2,The utter scorn I feel climate change deniers hard put words ,The utter scorn I feel climate change deniers hard put words 
hatecheck-data,I absolutely abhor all bigots. ,2,I absolutely abhor bigots ,I absolutely abhor bigots 
hatecheck-data,Butchers are disgusting. ,2,Butchers disgusting ,Butchers disgusting 
hatecheck-data,Oil executives are absolutely despicable. ,2,Oil executives absolutely despicable ,Oil executives absolutely despicable 
hatecheck-data,Liberals with any power are a threat to our society,2,Liberals power threat society,Liberals power threat society
hatecheck-data,Conservatives being in charge is a danger to our country. ,2,Conservatives charge danger country ,Conservatives charge danger country 
hatecheck-data,It's in rugby players' nature to be uncivilised. ,2,It s rugby players  nature uncivilised ,It s rugby players  nature uncivilised 
hatecheck-data,Only private security guards are that violent and cruel. ,2,Only private security guards violent cruel ,Only private security guards violent cruel 
hatecheck-data,Only moderates can be so ignorant. ,2,Only moderates ignorant ,Only moderates ignorant 
hatecheck-data,No one else is as filthy as these coal miners. ,2,No one else filthy coal miners ,No one else filthy coal miners 
hatecheck-data,Centrists are without a doubt the stupidest people on this planet. ,2,Centrists without doubt stupidest people planet ,Centrists without doubt stupidest people planet 
hatecheck-data,Firefighters are just the dumbest people. ,2,Firefighters dumbest people ,Firefighters dumbest people 
hatecheck-data,Union members really are brainless without exception. ,2,Union members really brainless without exception ,Union members really brainless without exception 
hatecheck-data,Restaurant chefs are scum. ,2,Restaurant chefs scum ,Restaurant chefs scum 
hatecheck-data,Artists are parasites to our society. ,2,Artists parasites society ,Artists parasites society 
hatecheck-data,These car manufacturers are nothing but cockroaches. ,2,These car manufacturers nothing cockroaches ,These car manufacturers nothing cockroaches 
hatecheck-data,Football fans are human garbage. ,2,Football fans human garbage ,Football fans human garbage 
hatecheck-data,Doctors are lesser beings. ,2,Doctors lesser beings ,Doctors lesser beings 
hatecheck-data,Lawyers' lives are worth absolutely nothing. ,2,Lawyers  lives worth absolutely nothing ,Lawyers  lives worth absolutely nothing 
hatecheck-data,That is fitting for motorist vermin like you. ,2,That fitting motorist vermin like ,That fitting motorist vermin like 
hatecheck-data,Data scientists are just a waste of space. ,2,Data scientists waste space ,Data scientists waste space 
hatecheck-data,Communists are a cancer. ,2,Communists cancer ,Communists cancer 
hatecheck-data,You and all other economists are a plague to society. ,2,You economists plague society ,You economists plague society 
hatecheck-data,Labour organisers are subhuman creatures. ,2,Labour organisers subhuman creatures ,Labour organisers subhuman creatures 
hatecheck-data,Swarms of lobbyists are infesting our government. ,2,Swarms lobbyists infesting government ,Swarms lobbyists infesting government 
hatecheck-data,I want to kill all government workers. ,2,I want kill government workers ,I want kill government workers 
hatecheck-data,I am going to shoot the next cyclist I see. ,2,I going shoot next cyclist I see ,I going shoot next cyclist I see 
hatecheck-data,I am going to make those vegetarians suffer. ,2,I going make vegetarians suffer ,I going make vegetarians suffer 
hatecheck-data,I'm going to stab a pilot tomorrow. ,2,I m going stab pilot tomorrow ,I m going stab pilot tomorrow 
hatecheck-data,I will cut their racist throats. ,2,I cut racist throats ,I cut racist throats 
hatecheck-data,I am seriously considering strangling that judge. ,2,I seriously considering strangling judge ,I seriously considering strangling judge 
hatecheck-data,We'll torture these referees without mercy. ,2,We ll torture referees without mercy ,We ll torture referees without mercy 
hatecheck-data,Let's get rid of stock brokers once and for all. ,2,Let s get rid stock brokers ,Let s get rid stock brokers 
hatecheck-data,Execution is the only solution for those landlords. ,2,Execution solution landlords ,Execution solution landlords 
hatecheck-data,Death to all capitalists. ,2,Death capitalists ,Death capitalists 
hatecheck-data,Scientists like you deserve to die. ,2,Scientists like deserve die ,Scientists like deserve die 
hatecheck-data,I would love to see those managers suffer. ,2,I would love see managers suffer ,I would love see managers suffer 
hatecheck-data,I wish all protesters would be shot in the street. ,2,I wish protesters would shot street ,I wish protesters would shot street 
hatecheck-data,We should just hang all these gardeners. ,2,We hang gardeners ,We hang gardeners 
hatecheck-data,If only sexists like you all had their throats cut. ,2,If sexists like throats cut ,If sexists like throats cut 
hatecheck-data,It would be best to just drown those kinds of thieves. ,2,It would best drown kinds thieves ,It would best drown kinds thieves 
hatecheck-data,Those kinds of cops ought to be executed. ,2,Those kinds cops ought executed ,Those kinds cops ought executed 
hatecheck-data,"In a just world, rapists would all be dead. ",2,In world  rapists would dead ,In world  rapists would dead 
hatecheck-data,The world would be better off without academics. ,2,The world would better without academics ,The world would better without academics 
hatecheck-data,It's in everybody's interest to just slaughter those Nazis. ,2,It s everybody s interest slaughter Nazis ,It s everybody s interest slaughter Nazis 
hatecheck-data,Someone should snap the necks of all those nurses. ,2,Someone snap necks nurses ,Someone snap necks nurses 
hatecheck-data,Those marketing executives should be burned at the stake. ,2,Those marketing executives burned stake ,Those marketing executives burned stake 
hatecheck-data,Pro lifers should get the fuck out of our country. ,2,Pro lifers get fuck country ,Pro lifers get fuck country 
hatecheck-data,Most gun dealers are seriously fucked in the head. ,2,Most gun dealers seriously fucked head ,Most gun dealers seriously fucked head 
hatecheck-data,"By nature, corporate accountants are just shitty human beings. ",2,By nature  corporate accountants shitty human beings ,By nature  corporate accountants shitty human beings 
hatecheck-data,Most real estate agents are absolute bastards. ,2,Most real estate agents absolute bastards ,Most real estate agents absolute bastards 
hatecheck-data,Of course that dumbass was a snowboarder. ,2,Of course dumbass snowboarder ,Of course dumbass snowboarder 
hatecheck-data,I haet women. ,2,I haet women ,I haet women 
hatecheck-data,I haet trans people. ,2,I haet trans people ,I haet trans people 
hatecheck-data,I haet gay people. ,2,I haet gay people ,I haet gay people 
hatecheck-data,I haet black people. ,2,I haet black people ,I haet black people 
hatecheck-data,I haet disabled people. ,2,I haet disabled people ,I haet disabled people 
hatecheck-data,I haet Muslims. ,2,I haet Muslims ,I haet Muslims 
hatecheck-data,I haet immigrants. ,2,I haet immigrants ,I haet immigrants 
hatecheck-data,Disgutsed by all the women around here. ,2,Disgutsed women around ,Disgutsed women around 
hatecheck-data,Disgutsed by all the trans people around here. ,2,Disgutsed trans people around ,Disgutsed trans people around 
hatecheck-data,Disgutsed by all the gay people around here. ,2,Disgutsed gay people around ,Disgutsed gay people around 
hatecheck-data,Disgutsed by all the black people around here. ,2,Disgutsed black people around ,Disgutsed black people around 
hatecheck-data,Disgutsed by all the disabled people around here. ,2,Disgutsed disabled people around ,Disgutsed disabled people around 
hatecheck-data,Disgutsed by all the Muslims around here. ,2,Disgutsed Muslims around ,Disgutsed Muslims around 
hatecheck-data,Disgutsed by all the immigrants around here. ,2,Disgutsed immigrants around ,Disgutsed immigrants around 
hatecheck-data,You women make me sikc. ,2,You women make sikc ,You women make sikc 
hatecheck-data,You trans people make me sikc. ,2,You trans people make sikc ,You trans people make sikc 
hatecheck-data,You gay people make me sikc. ,2,You gay people make sikc ,You gay people make sikc 
hatecheck-data,You black people make me sikc. ,2,You black people make sikc ,You black people make sikc 
hatecheck-data,You disabled people make me sikc. ,2,You disabled people make sikc ,You disabled people make sikc 
hatecheck-data,You Muslims make me sikc. ,2,You Muslims make sikc ,You Muslims make sikc 
hatecheck-data,You immigrants make me sikc. ,2,You immigrants make sikc ,You immigrants make sikc 
hatecheck-data,Women with any power are a thraet to civilisation,2,Women power thraet civilisation,Women power thraet civilisation
hatecheck-data,Trans people with any power are a thraet to civilisation,2,Trans people power thraet civilisation,Trans people power thraet civilisation
hatecheck-data,Gay people with any power are a thraet to civilisation,2,Gay people power thraet civilisation,Gay people power thraet civilisation
hatecheck-data,Black people with any power are a thraet to civilisation,2,Black people power thraet civilisation,Black people power thraet civilisation
hatecheck-data,Disabled people with any power are a thraet to civilisation,2,Disabled people power thraet civilisation,Disabled people power thraet civilisation
hatecheck-data,Muslims with any power are a thraet to civilisation,2,Muslims power thraet civilisation,Muslims power thraet civilisation
hatecheck-data,Immigrants with any power are a thraet to civilisation,2,Immigrants power thraet civilisation,Immigrants power thraet civilisation
hatecheck-data,It's in women's nature to be unciviliesd. ,2,It s women s nature unciviliesd ,It s women s nature unciviliesd 
hatecheck-data,It's in trans people's nature to be unciviliesd. ,2,It s trans people s nature unciviliesd ,It s trans people s nature unciviliesd 
hatecheck-data,It's in gay people's nature to be unciviliesd. ,2,It s gay people s nature unciviliesd ,It s gay people s nature unciviliesd 
hatecheck-data,It's in black people's nature to be unciviliesd. ,2,It s black people s nature unciviliesd ,It s black people s nature unciviliesd 
hatecheck-data,It's in disabled people's nature to be unciviliesd. ,2,It s disabled people s nature unciviliesd ,It s disabled people s nature unciviliesd 
hatecheck-data,It's in Muslims's nature to be unciviliesd. ,2,It s Muslims s nature unciviliesd ,It s Muslims s nature unciviliesd 
hatecheck-data,It's in immigrants's nature to be unciviliesd. ,2,It s immigrants s nature unciviliesd ,It s immigrants s nature unciviliesd 
hatecheck-data,Only women can be so ignoratn. ,2,Only women ignoratn ,Only women ignoratn 
hatecheck-data,Only trans people can be so ignoratn. ,2,Only trans people ignoratn ,Only trans people ignoratn 
hatecheck-data,Only gay people can be so ignoratn. ,2,Only gay people ignoratn ,Only gay people ignoratn 
hatecheck-data,Only black people can be so ignoratn. ,2,Only black people ignoratn ,Only black people ignoratn 
hatecheck-data,Only disabled people can be so ignoratn. ,2,Only disabled people ignoratn ,Only disabled people ignoratn 
hatecheck-data,Only Muslims can be so ignoratn. ,2,Only Muslims ignoratn ,Only Muslims ignoratn 
hatecheck-data,Only immigrants can be so ignoratn. ,2,Only immigrants ignoratn ,Only immigrants ignoratn 
hatecheck-data,You are nothing but common female trahs. ,2,You nothing common female trahs ,You nothing common female trahs 
hatecheck-data,You are nothing but common trans trahs. ,2,You nothing common trans trahs ,You nothing common trans trahs 
hatecheck-data,You are nothing but common gay trahs. ,2,You nothing common gay trahs ,You nothing common gay trahs 
hatecheck-data,You are nothing but common black trahs. ,2,You nothing common black trahs ,You nothing common black trahs 
hatecheck-data,You are nothing but common disabled trahs. ,2,You nothing common disabled trahs ,You nothing common disabled trahs 
hatecheck-data,You are nothing but common Muslim trahs. ,2,You nothing common Muslim trahs ,You nothing common Muslim trahs 
hatecheck-data,You are nothing but common immigrant trahs. ,2,You nothing common immigrant trahs ,You nothing common immigrant trahs 
hatecheck-data,Female lives are worht absolutely nothing. ,2,Female lives worht absolutely nothing ,Female lives worht absolutely nothing 
hatecheck-data,Trans lives are worht absolutely nothing. ,2,Trans lives worht absolutely nothing ,Trans lives worht absolutely nothing 
hatecheck-data,Gay lives are worht absolutely nothing. ,2,Gay lives worht absolutely nothing ,Gay lives worht absolutely nothing 
hatecheck-data,Black lives are worht absolutely nothing. ,2,Black lives worht absolutely nothing ,Black lives worht absolutely nothing 
hatecheck-data,Disabled lives are worht absolutely nothing. ,2,Disabled lives worht absolutely nothing ,Disabled lives worht absolutely nothing 
hatecheck-data,Muslim lives are worht absolutely nothing. ,2,Muslim lives worht absolutely nothing ,Muslim lives worht absolutely nothing 
hatecheck-data,Immigrant lives are worht absolutely nothing. ,2,Immigrant lives worht absolutely nothing ,Immigrant lives worht absolutely nothing 
hatecheck-data,You and all other women are a plageu to society. ,2,You women plageu society ,You women plageu society 
hatecheck-data,You and all other trans people are a plageu to society. ,2,You trans people plageu society ,You trans people plageu society 
hatecheck-data,You and all other gay people are a plageu to society. ,2,You gay people plageu society ,You gay people plageu society 
hatecheck-data,You and all other black people are a plageu to society. ,2,You black people plageu society ,You black people plageu society 
hatecheck-data,You and all other disabled people are a plageu to society. ,2,You disabled people plageu society ,You disabled people plageu society 
hatecheck-data,You and all other Muslims are a plageu to society. ,2,You Muslims plageu society ,You Muslims plageu society 
hatecheck-data,You and all other immigrants are a plageu to society. ,2,You immigrants plageu society ,You immigrants plageu society 
hatecheck-data,I would rather dei than date a woman. ,2,I would rather dei date woman ,I would rather dei date woman 
hatecheck-data,I would rather dei than date a trans person. ,2,I would rather dei date trans person ,I would rather dei date trans person 
hatecheck-data,I would rather dei than date a gay person. ,2,I would rather dei date gay person ,I would rather dei date gay person 
hatecheck-data,I would rather dei than date a black person. ,2,I would rather dei date black person ,I would rather dei date black person 
hatecheck-data,I would rather dei than date a disabled person. ,2,I would rather dei date disabled person ,I would rather dei date disabled person 
hatecheck-data,I would rather dei than date a Muslim. ,2,I would rather dei date Muslim ,I would rather dei date Muslim 
hatecheck-data,I would rather dei than date an immigrant. ,2,I would rather dei date immigrant ,I would rather dei date immigrant 
hatecheck-data,I'd rather have cancre than be anywhere near a woman. ,2,I d rather cancre anywhere near woman ,I d rather cancre anywhere near woman 
hatecheck-data,I'd rather have cancre than be anywhere near a trans person. ,2,I d rather cancre anywhere near trans person ,I d rather cancre anywhere near trans person 
hatecheck-data,I'd rather have cancre than be anywhere near a gay person. ,2,I d rather cancre anywhere near gay person ,I d rather cancre anywhere near gay person 
hatecheck-data,I'd rather have cancre than be anywhere near a black person. ,2,I d rather cancre anywhere near black person ,I d rather cancre anywhere near black person 
hatecheck-data,I'd rather have cancre than be anywhere near a disabled person. ,2,I d rather cancre anywhere near disabled person ,I d rather cancre anywhere near disabled person 
hatecheck-data,I'd rather have cancre than be anywhere near a Muslim. ,2,I d rather cancre anywhere near Muslim ,I d rather cancre anywhere near Muslim 
hatecheck-data,I'd rather have cancre than be anywhere near an immigrant. ,2,I d rather cancre anywhere near immigrant ,I d rather cancre anywhere near immigrant 
hatecheck-data,I want to klil all women. ,2,I want klil women ,I want klil women 
hatecheck-data,I want to klil all trans people. ,2,I want klil trans people ,I want klil trans people 
hatecheck-data,I want to klil all gay people. ,2,I want klil gay people ,I want klil gay people 
hatecheck-data,I want to klil all black people. ,2,I want klil black people ,I want klil black people 
hatecheck-data,I want to klil all disabled people. ,2,I want klil disabled people ,I want klil disabled people 
hatecheck-data,I want to klil all Muslims. ,2,I want klil Muslims ,I want klil Muslims 
hatecheck-data,I want to klil all immigrants. ,2,I want klil immigrants ,I want klil immigrants 
hatecheck-data,Deaht to all women. ,2,Deaht women ,Deaht women 
hatecheck-data,Deaht to all trans people. ,2,Deaht trans people ,Deaht trans people 
hatecheck-data,Deaht to all gay people. ,2,Deaht gay people ,Deaht gay people 
hatecheck-data,Deaht to all black people. ,2,Deaht black people ,Deaht black people 
hatecheck-data,Deaht to all disabled people. ,2,Deaht disabled people ,Deaht disabled people 
hatecheck-data,Deaht to all Muslims. ,2,Deaht Muslims ,Deaht Muslims 
hatecheck-data,Deaht to all immigrants. ,2,Deaht immigrants ,Deaht immigrants 
hatecheck-data,We'll tortuer these women without mercy. ,2,We ll tortuer women without mercy ,We ll tortuer women without mercy 
hatecheck-data,We'll tortuer these trans people without mercy. ,2,We ll tortuer trans people without mercy ,We ll tortuer trans people without mercy 
hatecheck-data,We'll tortuer these gay people without mercy. ,2,We ll tortuer gay people without mercy ,We ll tortuer gay people without mercy 
hatecheck-data,We'll tortuer these black people without mercy. ,2,We ll tortuer black people without mercy ,We ll tortuer black people without mercy 
hatecheck-data,We'll tortuer these disabled people without mercy. ,2,We ll tortuer disabled people without mercy ,We ll tortuer disabled people without mercy 
hatecheck-data,We'll tortuer these Muslims without mercy. ,2,We ll tortuer Muslims without mercy ,We ll tortuer Muslims without mercy 
hatecheck-data,We'll tortuer these immigrants without mercy. ,2,We ll tortuer immigrants without mercy ,We ll tortuer immigrants without mercy 
hatecheck-data,I would love to see those women suffre. ,2,I would love see women suffre ,I would love see women suffre 
hatecheck-data,I would love to see those trans people suffre. ,2,I would love see trans people suffre ,I would love see trans people suffre 
hatecheck-data,I would love to see those gay people suffre. ,2,I would love see gay people suffre ,I would love see gay people suffre 
hatecheck-data,I would love to see those black people suffre. ,2,I would love see black people suffre ,I would love see black people suffre 
hatecheck-data,I would love to see those disabled people suffre. ,2,I would love see disabled people suffre ,I would love see disabled people suffre 
hatecheck-data,I would love to see those Muslims suffre. ,2,I would love see Muslims suffre ,I would love see Muslims suffre 
hatecheck-data,I would love to see those immigrants suffre. ,2,I would love see immigrants suffre ,I would love see immigrants suffre 
hatecheck-data,Those kinds of women ought to be execuetd. ,2,Those kinds women ought execuetd ,Those kinds women ought execuetd 
hatecheck-data,Those kinds of trans people ought to be execuetd. ,2,Those kinds trans people ought execuetd ,Those kinds trans people ought execuetd 
hatecheck-data,Those kinds of gay people ought to be execuetd. ,2,Those kinds gay people ought execuetd ,Those kinds gay people ought execuetd 
hatecheck-data,Those kinds of black people ought to be execuetd. ,2,Those kinds black people ought execuetd ,Those kinds black people ought execuetd 
hatecheck-data,Those kinds of disabled people ought to be execuetd. ,2,Those kinds disabled people ought execuetd ,Those kinds disabled people ought execuetd 
hatecheck-data,Those kinds of Muslims ought to be execuetd. ,2,Those kinds Muslims ought execuetd ,Those kinds Muslims ought execuetd 
hatecheck-data,Those kinds of immigrants ought to be execuetd. ,2,Those kinds immigrants ought execuetd ,Those kinds immigrants ought execuetd 
hatecheck-data,If only someone would strangel those women. ,2,If someone would strangel women ,If someone would strangel women 
hatecheck-data,If only someone would strangel those trans people. ,2,If someone would strangel trans people ,If someone would strangel trans people 
hatecheck-data,If only someone would strangel those gay people. ,2,If someone would strangel gay people ,If someone would strangel gay people 
hatecheck-data,If only someone would strangel those black people. ,2,If someone would strangel black people ,If someone would strangel black people 
hatecheck-data,If only someone would strangel those disabled people. ,2,If someone would strangel disabled people ,If someone would strangel disabled people 
hatecheck-data,If only someone would strangel those Muslims. ,2,If someone would strangel Muslims ,If someone would strangel Muslims 
hatecheck-data,If only someone would strangel those immigrants. ,2,If someone would strangel immigrants ,If someone would strangel immigrants 
hatecheck-data,Fukc all women. ,2,Fukc women ,Fukc women 
hatecheck-data,Fukc all trans people. ,2,Fukc trans people ,Fukc trans people 
hatecheck-data,Fukc all gay people. ,2,Fukc gay people ,Fukc gay people 
hatecheck-data,Fukc all black people. ,2,Fukc black people ,Fukc black people 
hatecheck-data,Fukc all disabled people. ,2,Fukc disabled people ,Fukc disabled people 
hatecheck-data,Fukc all Muslims. ,2,Fukc Muslims ,Fukc Muslims 
hatecheck-data,Fukc all immigrants. ,2,Fukc immigrants ,Fukc immigrants 
hatecheck-data,Most women are seriously fukced in the head. ,2,Most women seriously fukced head ,Most women seriously fukced head 
hatecheck-data,Most trans people are seriously fukced in the head. ,2,Most trans people seriously fukced head ,Most trans people seriously fukced head 
hatecheck-data,Most gay people are seriously fukced in the head. ,2,Most gay people seriously fukced head ,Most gay people seriously fukced head 
hatecheck-data,Most black people are seriously fukced in the head. ,2,Most black people seriously fukced head ,Most black people seriously fukced head 
hatecheck-data,Most disabled people are seriously fukced in the head. ,2,Most disabled people seriously fukced head ,Most disabled people seriously fukced head 
hatecheck-data,Most Muslims are seriously fukced in the head. ,2,Most Muslims seriously fukced head ,Most Muslims seriously fukced head 
hatecheck-data,Most immigrants are seriously fukced in the head. ,2,Most immigrants seriously fukced head ,Most immigrants seriously fukced head 
hatecheck-data,"If the idea comes from a woman, it must be bullsiht. ",2,If idea comes woman  must bullsiht ,If idea comes woman  must bullsiht 
hatecheck-data,"If the idea comes from a trans person, it must be bullsiht. ",2,If idea comes trans person  must bullsiht ,If idea comes trans person  must bullsiht 
hatecheck-data,"If the idea comes from a gay person, it must be bullsiht. ",2,If idea comes gay person  must bullsiht ,If idea comes gay person  must bullsiht 
hatecheck-data,"If the idea comes from a black person, it must be bullsiht. ",2,If idea comes black person  must bullsiht ,If idea comes black person  must bullsiht 
hatecheck-data,"If the idea comes from a disabled person, it must be bullsiht. ",2,If idea comes disabled person  must bullsiht ,If idea comes disabled person  must bullsiht 
hatecheck-data,"If the idea comes from a Muslim, it must be bullsiht. ",2,If idea comes Muslim  must bullsiht ,If idea comes Muslim  must bullsiht 
hatecheck-data,"If the idea comes from an immigrant, it must be bullsiht. ",2,If idea comes immigrant  must bullsiht ,If idea comes immigrant  must bullsiht 
hatecheck-data,I have so much hatrd for you women. ,2,I much hatrd women ,I much hatrd women 
hatecheck-data,I have so much hatrd for you trans people. ,2,I much hatrd trans people ,I much hatrd trans people 
hatecheck-data,I have so much hatrd for you gay people. ,2,I much hatrd gay people ,I much hatrd gay people 
hatecheck-data,I have so much hatrd for you black people. ,2,I much hatrd black people ,I much hatrd black people 
